,ex_date,incident_name,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,3_months_in_5km,3_months_size_5km,3_months_in_10km,3_months_size_10km,3_months_in_25km,3_months_size_25km,3_months_in_50km,3_months_size_50km,3_months_in_100km,3_months_size_100km,6_months_in_5km,6_months_size_5km,6_months_in_10km,6_months_size_10km,6_months_in_25km,6_months_size_25km,6_months_in_50km,6_months_size_50km,6_months_in_100km,6_months_size_100km,12_months_in_5km,12_months_size_5km,12_months_in_10km,12_months_size_10km,12_months_in_25km,12_months_size_25km,12_months_in_50km,12_months_size_50km,12_months_in_100km,12_months_size_100km,24_months_in_5km,24_months_size_5km,24_months_in_10km,24_months_size_10km,24_months_in_25km,24_months_size_25km,24_months_in_50km,24_months_size_50km,24_months_in_100km,24_months_size_100km,36_months_in_5km,36_months_size_5km,36_months_in_10km,36_months_size_10km,36_months_in_25km,36_months_size_25km,36_months_in_50km,36_months_size_50km,36_months_in_100km,36_months_size_100km
39,2016-06-26 13:10:00+00:00,Laguna Fire,Orange,47.0,-117.77395,33.57872,,False,0.0,False,0.0,False,0.0,True,68.67999999999999,True,68.67999999999999,False,0.0,False,0.0,False,0.0,True,68.67999999999999,True,68.67999999999999,False,0.0,False,0.0,False,0.0,True,115.68,True,422.68,False,0.0,False,0.0,False,0.0,True,215.68,True,752.68,False,0.0,False,0.0,False,0.0,True,368.68,True,905.68
40,2016-06-26 15:45:00+00:00,Creek Fire,Yolo,277.0,-122.15457,38.69971,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,20.0,True,133.0,True,137.0,False,0.0,False,0.0,True,20.0,True,133.0,True,1176.0321649653627,False,0.0,False,0.0,True,20.0,True,133.0,True,1468.2031653576225,False,0.0,False,0.0,True,20.0,True,133.0,True,2194.7003195934626
41,2016-06-26 16:00:00+00:00,Reservoir Fire,Lake,215.0,-122.50373,39.12366,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,112.0,True,112.0,True,133.0,False,0.0,False,0.0,True,112.0,True,112.0,True,1027.8600000000001,False,0.0,True,1.0,True,157.0,True,314.5,True,1914.03100039226,False,0.0,True,1.0,True,157.0,True,314.5,True,2728.03100039226
42,2016-06-27 12:07:00+00:00,Frazier Fire,San Luis Obispo,86.0,-120.82266,35.70821,,False,0.0,False,0.0,False,0.0,False,0.0,True,39.81,False,0.0,False,0.0,False,0.0,False,0.0,True,39.81,False,0.0,False,0.0,False,0.0,False,0.0,True,347.81,False,0.0,False,0.0,True,0.0,True,266.2,True,614.01,False,0.0,False,0.0,True,0.0,True,676.2,True,1975.01
43,2016-06-27 18:00:00+00:00,Campo Fire,Calaveras,33.0,-120.8678,38.22017,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,7.3,True,250.3,False,0.0,False,0.0,False,0.0,True,7.3,True,1149.1,False,0.0,False,0.0,False,0.0,True,64.8,True,2388.3009008451745
44,2016-06-28 13:55:00+00:00,Trailhead Fire,"El Dorado, Placer",5645.0,-120.9375,38.96741,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,243.0,True,1133.76,True,1185.92,False,0.0,False,0.0,True,699.5,True,1717.2600000000002,True,3340.1200000000003,False,0.0,False,0.0,True,789.5,True,2401.26,True,5453.72
45,2016-06-28 19:02:00+00:00,Rancho Fire,Amador,372.0,-121.003611,38.385,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,7.3,True,1119.1599999999999,False,0.0,False,0.0,False,0.0,True,7.3,True,2134.66,False,0.0,False,0.0,False,0.0,True,340.8,True,3316.6600000000003
46,2016-06-30 13:32:00+00:00,Colyear Fire,Tehama,464.0,-122.56939,40.0353,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,60.0,False,0.0,False,0.0,False,0.0,True,695.48,True,2292.7295155894362,False,0.0,False,0.0,True,750.0,True,1715.48,True,4392.192144068944
47,2016-06-30 16:55:00+00:00,Pine Fire,Ventura,2304.0,-119.144,34.701,,False,0.0,False,0.0,False,0.0,True,210.98,True,210.98,False,0.0,False,0.0,False,0.0,True,210.98,True,210.98,False,0.0,False,0.0,False,0.0,True,210.98,True,210.98,False,0.0,False,0.0,False,0.0,True,210.98,True,245.98,False,0.0,False,0.0,False,0.0,True,304.08,True,339.08
48,2016-07-01 12:56:00+00:00,Lone Pine Fire,Inyo,30.0,-118.15589,36.58972,,False,0.0,False,0.0,False,0.0,False,0.0,True,122.14,False,0.0,False,0.0,False,0.0,False,0.0,True,122.14,False,0.0,False,0.0,False,0.0,False,0.0,True,122.14,False,0.0,False,0.0,False,0.0,True,1484.919,True,2002.3883680688286,False,0.0,False,0.0,False,0.0,True,1484.919,True,2538.815717319666
49,2016-07-01 13:54:00+00:00,Flores Fire,Tehama,88.0,-122.2071,40.07846,,False,0.0,False,0.0,True,705.2,True,1013.0500000000001,True,1013.0500000000001,False,0.0,False,0.0,True,705.2,True,1013.0500000000001,True,1013.0500000000001,False,0.0,False,0.0,True,705.2,True,1013.0500000000001,True,1073.0500000000002,False,0.0,False,0.0,True,1331.68,True,2103.5299999999997,True,3521.7795155894364,False,0.0,False,0.0,True,1331.68,True,2205.5299999999997,True,4532.242144068943
50,2016-07-01 14:00:00+00:00,Kuehner Fire,Ventura,45.0,-118.63264,34.27619,,False,0.0,False,0.0,False,0.0,False,0.0,True,210.98,False,0.0,False,0.0,False,0.0,False,0.0,True,210.98,False,0.0,False,0.0,False,0.0,False,0.0,True,210.98,False,0.0,False,0.0,False,0.0,False,0.0,True,245.98,False,0.0,False,0.0,False,0.0,False,0.0,True,339.08
