OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,SHAPE_Length,SHAPE_Area
6156,2020,CA,CDF,AEU,10509,Jan 31 2020 Broadcast,1,2020/01/31 00:00:00+00,2020/01/31 00:00:00+00,15,15.047042,,,,1752.94982841509,100262.785916909
6157,2020,CA,PVT,AEU,10572,2020 Fuels Reduction,1,2020/02/13 00:00:00+00,2020/02/13 00:00:00+00,22.3,36.7397,,,,3448.15581026757,245805.558847654
6158,2020,CA,CDF,AEU,10630,Feb 2020 Broadcast,1,2020/02/13 00:00:00+00,2020/02/18 00:00:00+00,22.4,38.839832,,,,5011.39959327933,257040.117935273
6159,2020,CA,CDF,AEU,10639,Feb 2020 Broadcast,1,2020/02/11 00:00:00+00,2020/02/20 00:00:00+00,75.5,75.4981,,,,5028.25497856874,503008.879053874
6160,2020,CA,CDF,AEU,10780,Mar 3 2020 Broadcast,1,2020/03/03 00:00:00+00,2020/03/03 00:00:00+00,61.8,61.771519,,,,3552.70672131123,411511.354712906
6161,2020,CA,CDF,AEU,10782,March 5 2020 Broadcast,1,2020/03/05 00:00:00+00,2020/03/05 00:00:00+00,16.5,16.476643,,,,1857.13993616325,109035.508614192
6162,2020,CA,CDF,AEU,11060,2020 Fuels Reduction,1,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,4.1,4.1415462,,,,1040.19909714383,27314.3890145592
6163,2020,CA,CDF,AEU,11110,"June 24, 2020 Broadcast",1,2020/06/24 00:00:00+00,2020/06/24 00:00:00+00,65.8,65.799904,,,,4014.34064894896,435435.310784681
6164,2020,CA,CDF,AEU,11111,"June 16, 2020 Broadcast",1,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,30.5,30.543804,,,,3640.14125666031,204168.908865814
6165,2020,CA,CDF,AEU,11112,"June 10-12, 2020 Broadcast",1,2020/06/10 00:00:00+00,2020/06/12 00:00:00+00,240.2,240.16142,,,,10728.4321687016,1586669.74059874
6166,2020,CA,CDF,AEU,11113,"May 11, 2020 Broadcast",1,2020/05/11 00:00:00+00,2020/05/11 00:00:00+00,3.2,3.1807742,,,,684.235334472214,21029.654364573
6167,2020,CA,CDF,AEU,11198,July 2 2020 Broadcast,1,2020/07/02 00:00:00+00,2020/07/02 00:00:00+00,53.2,53.2141,,,,6413.66547948744,355632.264854975
6168,2020,CA,CDF,AEU,11200,July 15 2020 Broadcast,1,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,32.6,32.562744,,,,2108.70601447988,215086.287564833
6169,2020,CA,CDF,AEU,11231,"August 14, 2020 Broadcast",1,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,22.6,22.640562,,,,2088.4641939367,149274.825253655
6170,2020,CA,CDF,AEU,11373,"Nov 17, 2020 Broadcast",1,2020/11/17 00:00:00+00,2020/11/17 00:00:00+00,23.7,23.699171,,,,2358.73102890256,156164.498543586
6171,2020,CA,CDF,AEU,11504,Dec 11 2020 Broadcast,1,2020/12/11 00:00:00+00,2020/12/11 00:00:00+00,47.8,47.792233,,,,2469.30673739761,316285.955352209
6172,2020,CA,OTH,BEU,10949,Northern Boundary Burn,1,2020/05/26 00:00:00+00,2020/05/29 00:00:00+00,220,220.37256,,,,18678.0138545101,1367294.87930483
6173,2020,CA,OTH,BEU,11066,Hay Camp Burn,1,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,360,360.06018,,,,6733.97585866795,2229050.52748991
6174,2020,CA,OTH,BEU,11067,Man Field Burn,1,2020/06/05 00:00:00+00,2020/06/14 00:00:00+00,626,626.25519,,,,11340.3959987117,3877774.73750514
6175,2020,CA,CDF,BTU,10651,BFC Rx Burn,1,2020/01/26 00:00:00+00,2020/02/25 00:00:00+00,12.3,12.282255,,,,1274.73131362074,84444.4949455366
6176,2020,CA,OTH,BTU,10916,2020 Rabe Rx Burn,1,2020/05/27 00:00:00+00,2020/05/27 00:00:00+00,43.4,43.414219,,,,2442.45165960579,295243.370208
6177,2020,CA,CDF,BTU,10922,Oroville Airport 2020 Rx Burn,1,2020/05/26 00:00:00+00,2020/05/26 00:00:00+00,157.9,157.9109,,,,18454.7288349556,1074400.54306281
6178,2020,CA,CDF,BTU,11395,Chico ECCO DEC 2020 Rx,1,2020/12/09 00:00:00+00,2020/12/11 00:00:00+00,68.4,68.44944,,,,3172.01379333364,470695.339504649
6179,2020,CA,CDF,CZU,10575,Santa Rosalita Broadcast Burn,1,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,14.3,14.347913,,,,1320.0652421098,91374.2803592395
6180,2020,CA,CDF,CZU,10629,2020 Broadcast Burn,1,2020/02/27 00:00:00+00,2020/02/27 00:00:00+00,24,23.99501,,,,2785.67197237684,153005.861969769
6181,2020,CA,CDF,CZU,11084,2020 Broadcast Burn,1,2020/06/24 00:00:00+00,2020/06/24 00:00:00+00,9.9,9.9012165,,,,1342.29045397746,63171.22156058
6184,2020,CA,FWS,FKU,11093,2020_Broadcast Burn,1,2020/06/03 00:00:00+00,2020/06/03 00:00:00+00,25.4,25.377052,,,,2039.13462970479,160034.997037688
6185,2020,CA,CDF,FKU,11167,2020 BURN,1,2020/02/12 00:00:00+00,2020/02/14 00:00:00+00,70,73.036194,,,,5185.36060693725,466275.436870947
6186,2020,CA,PVT,HUU,10669,HUU Rx 2020,1,2020/12/11 00:00:00+00,2020/12/11 00:00:00+00,25,25.521877,,,,3498.19241123223,181637.143085392
6187,2020,CA,OTH,HUU,11097,2020 MKWC,1,2020/06/22 00:00:00+00,2020/06/22 00:00:00+00,33,306.24747,,,,16527.2863204777,2197789.21606877
6188,2020,CA,PVT,HUU,11097,2020 MKWC,1,2020/02/10 00:00:00+00,2020/11/19 00:00:00+00,122,306.24747,,,,16527.2863204777,2197789.21606877
6189,2020,CA,CSP,HUU,11308,2020 Rx Burns,1,2020/10/29 00:00:00+00,2020/11/02 00:00:00+00,220,220.09,,,,8934.67819717636,1560805.5548274
6190,2020,CA,CDF,HUU,11391,Lone Star 2020 Units 1-3,1,2020/12/04 00:00:00+00,2020/12/04 00:00:00+00,208,208.35294,,,,5820.12670659192,1466051.00787994
6191,2020,CA,CDF,HUU,11394,2020_RX,1,2020/12/10 00:00:00+00,2020/12/10 00:00:00+00,360,367.94501,,,,8288.1922528477,2578570.07742341
6194,2020,CA,PVT,LMU,10789,Wood Rx,1,2020/02/26 00:00:00+00,2020/02/27 00:00:00+00,36,36.294662,,,,4373.65817960688,252782.7512148
6195,2020,CA,PVT,LMU,11364,Dow Ranch Rx 1,1,2020/11/01 00:00:00+00,2020/12/01 00:00:00+00,128,128.88193,,,,6394.2323074012,898508.25623425
6196,2020,CA,PVT,LMU,11402,Madeline Rx 1,1,2020/12/01 00:00:00+00,2020/12/16 00:00:00+00,73,73.059128,,,,3234.95646862769,520295.446572667
6197,2020,CA,PVT,LMU,11406,A-1 Rx,1,2020/12/11 00:00:00+00,2020/12/17 00:00:00+00,26,26.143318,,,,5120.07897473755,182864.70020025
6198,2020,CA,PVT,LNU,10644,Lake Assist,1,2020/02/21 00:00:00+00,2020/04/16 00:00:00+00,200,4003.4395,,,,32386.4853092927,26782238.7274683
6199,2020,CA,PVT,LNU,10744,Thompson,1,2020/02/22 00:00:00+00,2020/02/22 00:00:00+00,20,24.441467,,,,1646.49380968294,161937.436748213
6200,2020,CA,CDF,LNU,10919,2020 Hwy 128 Burn,1,2020/05/25 00:00:00+00,2020/06/01 00:00:00+00,91,81.942581,,,,24661.687638793,542430.575667628
6201,2020,CA,CDF,LNU,10920,2020 Maxwell Flat,1,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,56,56.455936,,,,3695.03395273427,374111.387272451
6202,2020,CA,CDF,LNU,10921,2020 Front Field,1,2020/06/02 00:00:00+00,2020/06/19 00:00:00+00,335,335.00253,,,,9711.85665789074,2218949.65247757
6203,2020,CA,CSP,LNU,11114,Plot A 2020,1,2020/07/01 00:00:00+00,2020/07/01 00:00:00+00,37,37.932739,,,,1948.14567705263,251075.724082262
6204,2020,CA,CSP,LNU,11115,Plot B 2020,1,2020/07/01 00:00:00+00,2020/07/01 00:00:00+00,15,15.255756,,,,1283.10146988028,100972.872270189
6205,2020,CA,CSP,LNU,11116,Plot C 2020,1,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,32,32.968853,,,,1923.27003326445,218196.693154068
6206,2020,CA,CSP,LNU,11117,Plot D 2020,1,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,63,63.125736,,,,2853.95750389035,417750.133378466
6207,2020,CA,CDF,LNU,11120,2020 C-234 Burn,1,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,90,295.90018,,,,6278.62207200907,1986065.5450919
6208,2020,CA,OTH,LNU,11123,2020 Broadcast Burn,1,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,27,46.832966,,,,3281.75515931087,308726.671040432
6209,2020,CA,CDF,LNU,11142,Lake Sonoma Dam Face,1,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,86,86.082016,,,,3668.33589843246,573094.482461349
6210,2020,CA,CDF,MEU,10559,N-05-19 Ukiah Eastside Rx Fire,1,2020/01/07 00:00:00+00,2020/02/11 00:00:00+00,361,570.0072,,,,14682.7922512664,3846309.7650282
6211,2020,CA,CDF,MEU,10560,N-05-19 Ukiah Westside Rx Fire,1,2020/02/18 00:00:00+00,2020/03/05 00:00:00+00,260,570.11646,,,,16522.0156583033,3840253.92764342
6212,2020,CA,CDF,MEU,10567,2020 Shamrock VMP,1,2020/02/13 00:00:00+00,2020/02/22 00:00:00+00,308,358.38806,,,,15968.5616565682,2450814.33649139
6213,2020,CA,CDF,MEU,11337,Bridges Rx Fire,1,2020/11/11 00:00:00+00,2020/11/12 00:00:00+00,120,138.01451,,,,9530.65507393179,922373.542708327
6214,2020,CA,LRA,MEU,11338,Gowen Burn 2020,1,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,20,23.431379,,,,1622.54348717535,157587.455978044
6215,2020,CA,OTH,MEU,11339,ACOE Dam Burn 2020,1,2020/11/14 00:00:00+00,2020/11/14 00:00:00+00,25,25.960499,,,,2762.57735981652,175167.502548665
6216,2020,CA,CDF,MEU,11400,HREC Rx Fire,1,2020/12/04 00:00:00+00,2020/12/04 00:00:00+00,30,30.517458,,,,4308.81992160267,204853.819081093
6217,2020,CA,CDF,MMU,9446,N-05-19 HIGHWAY 41 Burn,1,2020/06/03 00:00:00+00,2020/06/05 00:00:00+00,103.9,103.87061,,,,45341.2818658592,661380.749400913
6218,2020,CA,CDF,MMU,9872,Long Training Burn,1,2020/06/05 00:00:00+00,2020/06/05 00:00:00+00,43,150.2368,,,,9528.99339699162,966350.375771267
6219,2020,CA,CDF,MMU,11347,Burn,1,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,158.9,158.88054,,,,4410.82559740549,1018720.61336993
6220,2020,CA,CSP,MVU,10872,Broadcast Burn 2020,1,2020/01/01 00:00:00+00,2020/01/17 00:00:00+00,134,134.1778,,,,4412.63504743018,773342.550632075
6221,2020,CA,CDF,NEU,10958,Spring Broadcast Burn,1,2020/02/01 00:00:00+00,2020/03/31 00:00:00+00,4,5.5169053,,,,1248.00478104911,37113.8435610602
6222,2020,CA,CDF,NEU,11366,Broadcast Burn,1,2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,5.5,38.158058,,,,2036.70457869011,256517.101420422
6223,2020,CA,CCO,ORC,10099,Fire School,1,2020/06/01 00:00:00+00,2020/06/22 00:00:00+00,350,600.83026,,,,10695.4753911525,3492166.11130041
6224,2020,CA,CDF,RRU,8359,Lake Matthews FMU Broadcast Burn,1,2020/05/21 00:00:00+00,2020/05/21 00:00:00+00,81,929.51093,,,,12407.6372535426,5467177.71753631
6226,2020,CA,CDF,RRU,10886, Santa Rosa Rx Burns,1,2020/05/12 00:00:00+00,2020/06/30 00:00:00+00,19,214.49719,,,,9247.06379808231,1252018.27314384
6227,2020,CA,CDF,RRU,10903, Lake Skinner Burn,1,2020/05/20 00:00:00+00,2020/06/05 00:00:00+00,98,140.02524,,,,8618.57941295752,820045.390036028
6228,2020,CA,CCO,SBC,10970,Chamberlin,1,2020/06/10 00:00:00+00,2020/06/11 00:00:00+00,86.1,86.076607,,,,4423.99959518345,516533.764370252
6229,2020,CA,CCO,SBC,11345,RIA Burn,1,2020/11/10 00:00:00+00,2020/11/10 00:00:00+00,167,167.82845,,,,5747.42109180749,1007970.3197622
6230,2020,CA,CCO,SBC,11354,November Burn,1,2020/11/20 00:00:00+00,2020/11/20 00:00:00+00,345,345.03027,,,,12515.1761170669,2071106.09360201
6231,2020,CA,OTH,SHU,11214,2020 Shasta County RX,1,2020/05/01 00:00:00+00,2020/11/05 00:00:00+00,596.4,596.40088,,,,15357.2325111806,4176593.66141745
6232,2020,CA,FWS,SKU,9579,Lower Klamath RX,1,2020/11/03 00:00:00+00,2020/11/03 00:00:00+00,235,2452.7925,,,,23817.6967440559,17946506.7614417
6234,2020,CA,PVT,SKU,11332,Newton Rx,1,2020/10/29 00:00:00+00,2020/10/29 00:00:00+00,83,83.873741,,,,4844.50728537661,609155.791431589
6235,2020,CA,OTH,SKU,11334,Butte Valley Rx,1,2020/11/03 00:00:00+00,2020/11/03 00:00:00+00,235,453.91226,,,,7933.26412766475,3313002.15156866
6236,2020,CA,CDF,SLU,8940,Spooner Burn,1,2020/02/29 00:00:00+00,2020/02/29 00:00:00+00,94,71.4011,,,,3124.59434441673,434022.592155297
6237,2020,CA,OTH,SLU,10956,2020 C234 CAMP ROBERTS,1,2020/05/11 00:00:00+00,2020/05/15 00:00:00+00,450,1208.1949,,,,18391.5546905596,7456002.61509424
6238,2020,CA,OTH,SLU,11004,Range Improvement Burns,1,2020/03/04 00:00:00+00,2020/03/04 00:00:00+00,6,544.50061,,,,9439.35709710685,3319971.56477891
6239,2020,CA,CDF,SLU,11004,Range Improvement Burns,1,2020/06/30 00:00:00+00,2020/06/30 00:00:00+00,138,544.50061,,,,9439.35709710685,3319971.56477891
6240,2020,CA,CDF,SLU,11232,Gilardi Burn 2020 ,1,2020/08/11 00:00:00+00,2020/11/24 00:00:00+00,37,502.92728,,,,7098.2732901708,3066145.63535737
6241,2020,CA,CDF,SLU,11356,2020 Webster Burning,1,2020/06/01 00:00:00+00,2020/06/05 00:00:00+00,567,566.96204,,,,19026.4938247248,3465922.62600054
6242,2020,CA,CDF,TCU,9655,2020-Winton Broadcast Burn,1,2020/02/01 00:00:00+00,2020/12/31 00:00:00+00,123.08,6311.957,,,,64624.3275322262,41684481.3167424
6243,2020,CA,CSP,TCU,10248,2019-Big Trees Broadcast Burn,1,2020/05/15 00:00:00+00,2020/11/13 00:00:00+00,269.72,271.76627,,,,11342.816145447,1787800.02076842
6244,2020,CA,CDF,TCU,10249,South Park Broadcast Burn,1,2020/02/01 00:00:00+00,2020/02/29 00:00:00+00,55.25,469.38245,,,,18968.0897039296,3083706.65560675
6245,2020,CA,CDF,TCU,10843,2020-New Hogan VMP,1,2020/04/01 00:00:00+00,2020/04/29 00:00:00+00,35.81,537.72278,,,,13254.5790340993,3523471.84179822
6246,2020,CA,CDF,TCU,10924,2020-Arnold FFS Broadcast Burn,1,2020/05/20 00:00:00+00,2020/05/21 00:00:00+00,2.5,3.1164589,,,,556.243769888606,20473.7736928883
6247,2020,CA,CDF,TCU,11051,PAWS Broadcast Burn,1,2020/06/11 00:00:00+00,2020/06/12 00:00:00+00,52,167.08702,,,,8059.13361025049,1096472.3522607
6248,2020,CA,OTH,TCU,11053,Melones BOR Broadcast Burn,1,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,94,133.09045,,,,7434.30925278745,869145.693806924
6249,2020,CA,CDF,TCU,11055,Hogan Fireworks Broadcast Burn,1,2020/06/03 00:00:00+00,2020/06/03 00:00:00+00,11.3,15.110606,,,,1271.69872842987,99061.4387995688
6250,2020,CA,LRA,TCU,11344,Moke Hill Cemetery Broadcast Burn,1,2020/11/11 00:00:00+00,2020/11/11 00:00:00+00,7,7.0020165,,,,1882.16734576021,46086.6564678855
6251,2020,CA,OTH,TCU,11381,2020-Calaveritas Broadcast Burn,1,2020/12/01 00:00:00+00,2020/12/31 00:00:00+00,24.18,24.183733,,,,3631.67034456753,158621.010023557
6252,2020,CA,CDF,TCU,11452,2020-WTB FR-Broadcast Burn,1,2020/12/01 00:00:00+00,2020/12/31 00:00:00+00,62,61.988392,,,,6711.38508633387,409331.718461276
6253,2020,CA,CDF,TGU,9807,HWY 36E Roadside,1,2020/06/30 00:00:00+00,2020/07/01 00:00:00+00,102,110.42551,,,,56342.4952078443,768389.951108785
6254,2020,CA,CDF,TGU,10558,PCSC Unit 1 RX Burn,1,2020/02/10 00:00:00+00,2020/02/10 00:00:00+00,37,248.61212,,,,6313.99569619568,1733441.62313313
6255,2020,CA,CDF,TGU,10986,Ishi Security FRP Burn,1,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,48,48.009621,,,,4179.24509960878,334530.50583128
6256,2020,CA,CDF,TGU,10987,TURRI VMP Broadcast Burn Unit 2,1,2020/02/24 00:00:00+00,2020/02/24 00:00:00+00,5,183.55264,,,,6054.19274923761,1264900.223125
6257,2020,CA,CDF,TGU,10999,2020 TNC VMP Big Pool Unit,1,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,523,523.14264,,,,8028.04480523785,3602431.79176991
6258,2020,CA,CDF,TGU,11000,2020 TNC VMP Back Country & Breaks Unit,1,2020/06/11 00:00:00+00,2020/06/11 00:00:00+00,1178,1216.6938,,,,17906.7552806463,8417042.73731997
6259,2020,CA,CDF,TGU,11003,HWY 162 / RD 306 RxBurning,1,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,4.5,4.5386033,,,,11324.695369864,31136.9999032932
6260,2020,CA,CDF,TGU,11107,Spring Branch Burning,1,2020/07/07 00:00:00+00,2020/07/07 00:00:00+00,123,123.56145,,,,4881.11824710934,862902.080256295
6625,2020,CA,NPS,KNP,6323268,"Cedar Central Omnibus (Zumwalt, Ho",1,2020/05/24 00:00:00+00,2020/05/29 00:00:00+00,245,244.37399,2,1,1,12550.4646025437,1544862.18633303
6626,2020,CA,NPS,RWP,3034012,Williams Ridge Rx,1,,,118,124.61244,,,,5495.80680469535,890524.994313352
6627,2020,CA,NPS,RWP,3034012,Copper Creek Rx,1,,,148,152.26685,,,,4921.45702811857,1087795.54153566
6628,2020,CA,NPS,RWP,3034012,Lower Lyons Rx,1,,,4,142.65057,,,,5795.71393341962,1018544.30502927
6629,2020,CA,NPS,LNP,6319426,"FY20_RX_NWG Units A-G
",1,,,85,70.226929,,,,4361.96433866178,492362.429892602
6630,2020,CA,NPS,RWP,3034012,Upper Counts Rx,1,,,127,127.30451,,,,5114.55475013853,910465.292122279
6631,2020,CA,NPS,KNP, 6323267,Sherman 2,1,,,244,244.36938,,,,5975.2746416129,1536987.3644251
6632,2020,CA,BLM,CND,NFPORS6319361,Fish Slough OM Underburn,1,2020/02/28 00:00:00+00,2020/02/28 00:00:00+00,85,85.740158,,,,4032.36674722653,551849.416559324
6633,2020,CA,BLM,CND,NFPORS6324108,WUI VA MLFO Broadcast Burn,1,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,54,54.819771,,,,3741.66833844576,360558.555003389
6634,2020,CA,BLM,NOD,NFPORS6318792,SRF Interagency Burn,1,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,7,7.6425223,,,,959.056057636522,54387.5381233515
6635,2020,CA,BLM,NOD,NFPORS6318694,Westside Praire Broadcast,1,2020/02/27 00:00:00+00,2020/02/28 00:00:00+00,6,6.2145848,,,,1110.89943346297,44259.2598219372
6636,2020,CA,BLM,CDD,NFPORS6327613,Dos Palmas Broadcast,1,2020/03/30 00:00:00+00,2020/03/30 00:00:00+00,2,1.9667337,,,,486.127716327463,11475.3821650081
6637,2020,CA,BLM,NOD,NFPORS6328759,Spring Branch RX,1,2020/07/07 00:00:00+00,2020/07/10 00:00:00+00,118,118.48044,,,,4743.78936949412,827426.339027638
6638,2020,CA,USF,KNF,7320023000,,2,2020/09/30 00:00:00+00,,174,174.61459,,,,6092.52562513314,1265213.67496781
6639,2020,CA,USF,KNF,5120068000,JACKSON LAKE,2,2019/11/01 00:00:00+00,,15,14.991585,,,,1436.09045174079,107470.884718473
6640,2020,CA,USF,KNF,7280056000,,2,2020/09/30 00:00:00+00,,25,25.099112,,,,2243.26910192571,181979.995247829
6641,2020,CA,USF,KNF,2270037000,HCFP (PHASE 2) UNDERBURN S,2,2020/09/01 00:00:00+00,,44,44.002216,,,,2956.36188700103,320460.786963836
6642,2020,CA,USF,KNF,7330012000,,2,2020/09/30 00:00:00+00,,54,53.507202,,,,2750.86546008235,387806.176522405
6643,2020,CA,USF,KNF,7180013000,,2,2020/09/30 00:00:00+00,,85,69.725563,,,,3156.82125678189,506803.089117981
6644,2020,CA,USF,KNF,7180050000,,2,2020/09/30 00:00:00+00,,57,38.979332,,,,2702.5598676675,282969.852026624
6645,2020,CA,USF,KNF,7430115000,,2,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,22,21.859304,,,,2215.09746846755,158534.546922189
6646,2020,CA,USF,KNF,5120045000,JACKSON LAKE,2,2019/11/01 00:00:00+00,,30,30.338697,,,,2394.63536677557,217507.972985828
6647,2020,CA,USF,KNF,5120043000,JACKSON LAKE,2,2019/11/01 00:00:00+00,,86,86.028702,,,,3786.94837490361,616754.738843745
6648,2020,CA,USF,KNF,7290016000,,2,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,12,11.610468,,,,1414.0199406245,84216.1715751798
6649,2020,CA,USF,KNF,7430031000,,2,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,53,52.939644,,,,2977.23253005393,383946.216010252
6650,2020,CA,USF,KNF,7490103000,BIG PONY UNIT #236,2,2020/07/15 00:00:00+00,,101,101.01555,,,,3776.58162168343,731298.964038625
6651,2020,CA,USF,KNF,2490072000,ELK THIN,2,2020/05/01 00:00:00+00,,48,49.919922,,,,3741.63293525902,362072.072413351
6652,2020,CA,USF,KNF,7280075000,,2,2020/09/30 00:00:00+00,,160,160.48615,,,,6695.49850631246,1163835.85819442
6653,2020,CA,USF,KNF,7430546000,,2,2020/09/30 00:00:00+00,,171,170.64809,,,,7260.67159339978,1237076.07669061
6654,2020,CA,USF,KNF,2250090000,,2,2020/04/01 00:00:00+00,,6,6.0167646,,,,1076.03207417656,43872.5386238211
6655,2020,CA,USF,KNF,2260033000,,2,2020/04/01 00:00:00+00,,14,13.869156,,,,1351.0872377247,101116.493186306
6656,2020,CA,USF,KNF,2250091000,,2,2020/04/01 00:00:00+00,,47,46.588848,,,,3856.39583278014,339693.65802903
6657,2020,CA,USF,KNF,2250081000,,2,2020/04/01 00:00:00+00,,13,12.85703,,,,1401.17142595863,93761.6628147491
6658,2020,CA,USF,KNF,5330200000,SCOTT BAR MTN UNDERBURN,2,2020/04/01 00:00:00+00,,87,86.55957,,,,5259.62704340543,628078.14457213
6659,2020,CA,USF,KNF,5120200000,,2,2019/11/01 00:00:00+00,,3,12.137176,,,,1336.91734487338,87011.6481853151
6660,2020,CA,USF,KNF,5120201000,,2,2019/11/01 00:00:00+00,,12,2.9521711,,,,715.386318880146,21163.1875951361
6661,2020,CA,USF,KNF,7210901000,ROUND VALLEY,2,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,49,48.970947,,,,2620.24508566282,355627.511662353
6662,2020,CA,USF,KNF,7210904000,ROUND VALLEY,2,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,45,45.172611,,,,4065.93586414897,328048.344792183
6663,2020,CA,USF,KNF,5120044000,,2,2019/11/01 00:00:00+00,,18,17.582483,,,,2362.67821135415,126058.577945297
6664,2020,CA,USF,KNF,5120066000,JACK CONVENTIONAL,2,2019/11/01 00:00:00+00,,3,3.2738166,,,,705.841708022853,23468.5647142991
6665,2020,CA,USF,KNF,7180068000,,2,2020/09/30 00:00:00+00,,26,25.790453,,,,1807.481063859,187370.376606746
6666,2020,CA,USF,KNF,7180070000,FIRST,2,2020/09/30 00:00:00+00,,21,21.482031,,,,1556.20119788767,156039.818499925
6667,2020,CA,USF,KNF,7180071000,SECOND,2,2020/09/30 00:00:00+00,,36,35.917633,,,,2922.53816372792,260890.127764319
6668,2020,CA,USF,SNF,7282006001,TIMBERLOFT UNDERBURN,2,2019/10/01 00:00:00+00,2020/02/29 00:00:00+00,100,68.700821,,,,5040.25587167322,441771.624559061
6669,2020,CA,USF,KNF,7180028000,,2,2020/09/30 00:00:00+00,,79,79.044472,,,,5189.45299163822,573972.580443254
6670,2020,CA,USF,KNF,1020017000,SALT CREEK FIRE SALVAGE,4,2019/11/01 00:00:00+00,,18,18.39691,,,,2163.79916400353,134065.975399068
6671,2020,CA,USF,ENF,3030062000,TOBACCO BURN N-D-RIDGE,2,2019/10/01 00:00:00+00,,496,153.93832,,,,5268.1500136676,1030225.52028284
6672,2020,CA,USF,MNF,0330002000,MINE CAMP DIVERSION DAM,1,2019/02/01 00:00:00+00,2020/02/05 00:00:00+00,178,119.73682,,,,11221.6147850413,811952.676934736
6673,2020,CA,USF,KNF,7460912000,LOW GROUSE THIN MP #5,2,2020/06/15 00:00:00+00,,88,88.200508,,,,3913.61239804364,639247.400551936
6674,2020,CA,USF,KNF,7460128000,LOW GROUSE THIN MP #30,2,2020/06/15 00:00:00+00,,56,55.669556,,,,4110.89254879948,403120.858613287
6675,2020,CA,USF,KNF,7470054000,LOW GROUSE THIN MP #29,2,2020/06/15 00:00:00+00,,26,25.695478,,,,3254.0279010685,186061.373000665
6676,2020,CA,USF,BDF,330340F000,BLUFF MESA,1,2020/01/15 00:00:00+00,2020/06/05 00:00:00+00,73,73.5075,,,,3093.02951163728,436193.839588351
6677,2020,CA,USF,KNF,7460044000,LOW GROUSE THIN MP #18,2,2020/06/15 00:00:00+00,,219,218.79721,,,,9119.91042821612,1585394.41249803
6678,2020,CA,USF,KNF,7460068000,LOW GROUSE THIN MP #35,2,2020/06/15 00:00:00+00,,121,120.59156,,,,6295.49866792684,873316.531287544
6679,2020,CA,USF,KNF,7460010000,LOW GROUSE THIN MP # 55,2,2020/06/15 00:00:00+00,,51,50.982189,,,,3748.06385935005,369322.655213094
6680,2020,CA,USF,KNF,7460127000,LOW GROUSE THIN MP #45,2,2020/06/15 00:00:00+00,,66,65.648201,,,,3339.51261430481,475612.910528972
6681,2020,CA,USF,BDF,330340F000,BLUFF MESA,1,2019/05/01 00:00:00+00,2020/06/05 00:00:00+00,108,107.72466,,,,4126.399348059,639209.917457645
6682,2020,CA,USF,TNF,8151016000,GLENSHIRE BROCKWAY FUEL REDUC,2,2020/05/01 00:00:00+00,,240,240.42148,,,,6251.97748163601,1626603.28557649
6683,2020,CA,USF,ANF,CLEARCREFB,JOINT CHIEFS PROJECT,1,2019/12/10 00:00:00+00,2020/02/28 00:00:00+00,353,65.162834,,,,3914.09593206885,387083.723871087
6684,2020,CA,USF,CNF,F025313002,PALOMAR FB AND FRY CREEK,1,2019/10/01 00:00:00+00,,5000,22.381138,,,,1687.01086085124,130166.570433644
6685,2020,CA,USF,CNF,F025316001,FRY CREEK - PMHLP,1,2019/10/01 00:00:00+00,2020/02/03 00:00:00+00,5000,170.86345,,,,5827.61912303801,993578.428071109
6686,2020,CA,USF,LNF,F342000003,HOGSBACK WUI&WLDLF HAB IMP,1,2020/09/01 00:00:00+00,,278,277.85052,,,,9810.26378788799,1934322.07304378
