OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,SHAPE_Length,SHAPE_Area
7961,2008,CA,USF,LNF,050651F342000002000,HOGSBACK WUI&WLDLF HAB IMP BB,1,2008/07/10 00:00:00+00,2008/07/10 00:00:00+00,2342.63533133715,2342.6353,,,,20118.8010405533,16297106.5927177
7962,2006,CA,USF,LNF,050651F376000035000,LOST LAKE UB,1,2006/10/15 00:00:00+00,2006/10/18 00:00:00+00,19.2935851627677,19.293585,,,,2607.37741179334,133819.9954833
7963,2007,CA,USF,LNF,050651F376000037000,LOST LAKE UB,1,2007/09/20 00:00:00+00,2007/10/04 00:00:00+00,96.482332101988,96.48233,,,,5466.48847657507,669153.050464452
7964,2006,CA,USF,LNF,050651F376000037000,LOST LAKE UB,1,2006/10/15 00:00:00+00,2006/10/19 00:00:00+00,96.482332101988,96.48233,,,,5466.48847657507,669153.050464452
7965,2006,CA,USF,LNF,050651F376000038000,LOST LAKE UB,1,2006/10/15 00:00:00+00,2006/10/18 00:00:00+00,14.7788186089857,14.778819,,,,1597.21566466486,102498.023148277
7966,2007,CA,USF,LNF,050651F376000047000,LOST LAKE UB,1,2007/09/20 00:00:00+00,2007/10/04 00:00:00+00,18.9769467560185,18.976946,,,,2383.066421982,131605.176987691
7967,2007,CA,USF,LNF,050651F376000051000,LOST LAKE UB,1,2007/09/20 00:00:00+00,2007/10/04 00:00:00+00,3.43896632933649,3.4389663,,,,719.575387399378,23850.3172035953
7968,2008,CA,USF,LNF,050651F381000052000,PRATTVILLE DFPZ UNDERBURN,1,2008/05/15 00:00:00+00,2008/05/24 00:00:00+00,116.378149471447,116.37815,,,,5935.77316317384,808409.602924816
7969,2008,CA,USF,LNF,050651F381000053000,PRATTVILLE DFPZ UNDERBURN,1,2008/05/15 00:00:00+00,2008/05/15 00:00:00+00,6.56923481196571,6.5692363,,,,1256.57369320355,45620.4473070918
7970,2008,CA,USF,LNF,050651F381000054000,PRATTVILLE DFPZ UNDERBURN,1,2008/10/21 00:00:00+00,2008/10/24 00:00:00+00,58.3117881564785,58.311787,,,,3514.57457202988,404969.662707147
7971,2008,CA,USF,LNF,050651F381000055000,PRATTVILLE DFPZ UNDERBURN,1,2008/10/21 00:00:00+00,2008/10/24 00:00:00+00,17.5642580593089,17.564257,,,,1720.40574245919,121980.660384175
7972,2007,CA,USF,LNF,050651F422000001000,COLD SPRINGS,1,2007/01/25 00:00:00+00,2007/01/25 00:00:00+00,31.4429506553311,31.442951,,,,2198.64840671124,217554.320298709
7973,2007,CA,USF,LNF,050651F422000002000,COLD SPRINGS,1,2007/02/21 00:00:00+00,2007/04/30 00:00:00+00,39.0578201866145,39.057819,,,,2937.90964104439,270202.177243673
7974,2007,CA,USF,LNF,050651F443000001000,CHERRY HILL DFPZ,1,2007/05/05 00:00:00+00,2007/05/15 00:00:00+00,90.9864102812723,90.986412,,,,3592.30937496375,630239.23621596
7975,2006,CA,USF,LNF,050651F443000006000,HUMBOLDT SUMMIT,1,2006/10/05 00:00:00+00,2006/10/05 00:00:00+00,431.009533616402,431.00946,,,,7329.3276073747,2987289.48594357
7976,2006,CA,USF,LNF,050653F001000001000,WILEY UNDERBURN 07,1,2006/10/18 00:00:00+00,2006/10/18 00:00:00+00,118.352239537541,118.35224,,,,3713.88397124901,848530.237195738
7977,2008,CA,USF,LNF,050653F004000003000,MAYFIELD UB 08,1,2007/10/01 00:00:00+00,2008/05/30 00:00:00+00,19.595128052309,19.595127,,,,2289.10428037492,140404.85518031
7978,2010,CA,USF,LNF,050653F004000004000,MAYFIELD 2010,1,2010/03/15 00:00:00+00,2010/03/15 00:00:00+00,183.283945370674,183.28395,,,,8429.17829191591,1313843.22259353
7979,2007,CA,USF,LNF,050653F006000001000,DAY BENCH UNDERBURN 07,1,2007/01/01 00:00:00+00,2007/02/01 00:00:00+00,79.1769565626813,79.176956,,,,3282.30858010295,565408.039210198
7980,2007,CA,USF,LNF,050653F006000002000,DAY BENCH UNDERBURN 07,1,2007/01/29 00:00:00+00,2007/01/29 00:00:00+00,125.666219082324,125.66622,,,,6094.3670766045,898374.999694525
7981,2007,CA,USF,LNF,050653F026000001000,QNORTH COBLE UB 07,1,2007/05/09 00:00:00+00,2007/05/09 00:00:00+00,147.979220704571,147.97922,,,,4812.04538306345,1047455.07324342
7982,2005,CA,USF,LNF,050653F026000003000,QNORTH COBLE BROADCAST BURN,1,2005/07/01 00:00:00+00,2005/10/07 00:00:00+00,543.387007599916,543.38702,,,,8389.69266366931,3847503.94515304
7983,2008,CA,USF,LNF,050653F026000005000,NORTH COBLE UB 09,1,2008/10/29 00:00:00+00,2008/10/29 00:00:00+00,69.390395285426,69.390396,,,,3960.39479731925,491341.518972612
7984,2008,CA,USF,LNF,050653F026000006000,NORTH COBLE UB 09,1,2008/10/27 00:00:00+00,2008/10/27 00:00:00+00,283.24666415952,283.24667,,,,5808.34873273489,2006025.38556018
7985,2008,CA,USF,LNF,050653F026000007000,NORTH COBLE UB 09,1,2008/10/27 00:00:00+00,2008/10/27 00:00:00+00,217.049957778091,217.04996,,,,5658.0259278902,1536905.60259994
7986,2007,CA,USF,LNF,050653F027000001000,QPITTVILLE UB 07,1,2006/10/01 00:00:00+00,2007/04/27 00:00:00+00,207.09036780533,207.09036,,,,5266.86311004986,1467173.74338752
7987,2008,CA,USF,LNF,050653F027000004000,PITTVILLE DFPZ 2008,1,2008/06/25 00:00:00+00,2008/06/25 00:00:00+00,786.737289853998,786.7373,,,,12583.3180747833,5576438.36257765
7988,2005,CA,USF,LNF,050653F027000005000,PITTVILLE NORTH UB,1,2005/10/15 00:00:00+00,2005/10/15 00:00:00+00,624.811312722585,624.8114,,,,12816.6308343666,4428657.60401838
7989,2006,CA,USF,LNF,050653F029000001000,QPITTVILLE UNDERBURN 07,1,2006/10/23 00:00:00+00,2006/10/23 00:00:00+00,354.164248874392,354.16425,,,,6982.4822095234,2505163.45847636
7990,2006,CA,USF,LNF,050653F029000003000,QPITTVILLE UNDERBURN 07,1,2006/10/30 00:00:00+00,2006/10/30 00:00:00+00,479.582597011367,479.58261,,,,7722.30437949455,3392909.83941707
7991,2006,CA,USF,LNF,050653F029000004000,QPITTVILLE UNDERBURN 07,1,2006/10/30 00:00:00+00,2006/10/30 00:00:00+00,112.747847041653,112.74785,,,,4012.61442624576,797485.314096272
7992,2009,CA,USF,LNF,050653F029000006000,QPITTVILLE BURN 09,1,2009/04/01 00:00:00+00,2009/04/01 00:00:00+00,382.366249499966,382.36624,,,,13472.0733510624,2705513.13135836
7993,2006,CA,USF,LNF,050653F038000001000,QBLACKS RIDGE UNDERBURN 07,1,2006/11/02 00:00:00+00,2006/11/02 00:00:00+00,280.760060134072,280.76007,,,,6917.3084086923,1986633.82342951
7994,2010,CA,USF,LNF,050653F038000011000,BEAVER SPRING RX 2010,1,2010/10/22 00:00:00+00,2010/10/22 00:00:00+00,216.67278827396,216.67279,,,,6233.62466136485,1532940.24139559
7995,2009,CA,USF,LNF,050653F039000002000,HACKSAW 2009 RX-BURN,1,2009/04/15 00:00:00+00,2009/04/25 00:00:00+00,931.205770846174,931.20575,,,,11613.2403727917,6576788.20222615
7996,2005,CA,USF,LNF,050653F039000003000,PITTVILLE UB 2006,1,2005/10/01 00:00:00+00,2005/11/01 00:00:00+00,355.254832983965,355.25485,,,,6948.46727011387,2507044.39129063
7997,2010,CA,USF,LNF,050653F039000004000,PITTVILLE 2010,1,2009/10/20 00:00:00+00,2010/04/28 00:00:00+00,1336.82346390996,1336.8235,,,,38265.3001235512,9449343.61087315
7998,2006,CA,USF,LNF,050653F040000001000,QBLACKS RIDGE UNDERBURN 07,1,2006/10/01 00:00:00+00,2006/10/15 00:00:00+00,252.908059606819,252.9081,,,,6796.62815313307,1791167.62029451
7999,2008,CA,USF,LNF,050653F043000001000,NORTH COBLE UB 08,1,2007/05/11 00:00:00+00,2008/05/02 00:00:00+00,543.787839001217,543.78784,,,,12571.3665658824,3841477.22894775
8000,2008,CA,USF,LNF,050653F043000002000,QNORTH COBLE UB 08,1,2007/05/11 00:00:00+00,2008/04/05 00:00:00+00,152.357788909434,152.35779,,,,4386.7691013153,1078606.2945594
8001,2007,CA,USF,LNF,050653F043000003000,QNORTH COBLE UB 07,1,2007/05/09 00:00:00+00,2007/05/09 00:00:00+00,448.061305230504,448.06131,,,,8184.43193922214,3169258.87353201
8002,2008,CA,USF,LNF,050653F043000004000,NORTH COBLE UB 08,1,2007/10/01 00:00:00+00,2008/04/25 00:00:00+00,155.429257559052,155.42926,,,,6023.38962447133,1099877.26548748
8003,2007,CA,USF,LNF,050653F043000005000,QNORTH COBLE UNDERBURN 2007,1,2007/05/01 00:00:00+00,2007/05/01 00:00:00+00,210.869222317188,210.86922,,,,7055.73125305572,1491363.4135635
8004,2007,CA,USF,LNF,050653F043000006000,QNORTH COBLE UNDERBURN 2007,1,2007/04/29 00:00:00+00,2007/04/29 00:00:00+00,415.203277714785,415.20328,,,,8168.0587442118,2934877.0859427
8005,2008,CA,USF,LNF,050653F043000007000,NORTH COBLE UB 08,1,2007/05/11 00:00:00+00,2008/04/22 00:00:00+00,122.609099035476,122.6091,,,,4574.18309008237,867907.402760566
8006,2007,CA,USF,LNF,050653F043000008000,QNORTH COBLE UB 08,1,2007/10/01 00:00:00+00,2007/11/08 00:00:00+00,182.493620916952,182.49362,,,,4763.58528259542,1288717.87836505
8007,2007,CA,USF,LNF,050653F043000013000,QNORTH COBLE CRUSHING,1,2007/10/01 00:00:00+00,2007/10/04 00:00:00+00,98.434293601187,98.434296,,,,4982.69143653712,696632.546410019
8008,2009,CA,USF,LNF,0506580140080000001,SIGNAL,1,2008/10/15 00:00:00+00,2009/05/10 00:00:00+00,30.2308856520114,30.230886,,,,1919.75855735739,213434.024313712
8009,2007,CA,USF,LNF,0506580140083000001,,1,2007/10/01 00:00:00+00,2007/11/16 00:00:00+00,210.033533491218,210.03354,,,,8594.83565615358,1481999.58645923
8010,2007,CA,USF,LNF,0506580140086000000,DOW BUTTE SM LOG BIOMASS,1,2006/10/01 00:00:00+00,2007/05/09 00:00:00+00,61.5250952777856,61.525097,,,,3629.5176218067,433999.654878686
8011,2007,CA,USF,LNF,0506580140089000000,SIGNAL SL,1,2006/10/01 00:00:00+00,2007/05/08 00:00:00+00,128.378256555613,128.37825,,,,4884.43346702065,905395.863785782
8012,2008,CA,USF,LNF,0506580180130000000,,1,2008/10/01 00:00:00+00,2008/10/29 00:00:00+00,67.9929424101197,67.992943,,,,5201.39874885678,477688.620538878
8013,2008,CA,USF,LNF,0506580180133000000,,1,2008/10/01 00:00:00+00,2008/10/30 00:00:00+00,62.4746271038331,62.474628,,,,5563.63926486976,438764.554522219
8014,2008,CA,USF,LNF,0506580190454000001,,1,2007/10/01 00:00:00+00,2008/05/19 00:00:00+00,47.8106448534646,47.810646,,,,5129.29980580104,335905.029146502
8015,2009,CA,USF,LNF,0506580190454000002,,1,2009/03/30 00:00:00+00,2009/06/23 00:00:00+00,134.672036997147,134.67204,,,,9389.29686181261,946153.706133211
8016,2008,CA,USF,LNF,0506580210005000000,,1,2008/10/01 00:00:00+00,2008/10/29 00:00:00+00,18.8951481786006,18.895147,,,,1670.08923714359,132544.909061898
8017,2007,CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),1,2006/10/01 00:00:00+00,2007/05/09 00:00:00+00,99.3424584807613,99.342461,,,,4353.62112194228,700848.134952021
8018,2009,CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),1,2008/10/01 00:00:00+00,2009/05/07 00:00:00+00,99.3424584807613,99.342461,,,,4353.62112194228,700848.134952021
8019,2008,CA,USF,LNF,050658F007000151000,SIGNAL/DOW UB UNIT D1,1,2007/10/01 00:00:00+00,2008/05/02 00:00:00+00,60.1682240226889,60.168224,,,,3173.54280434852,424683.185304496
8020,2008,CA,USF,LNF,050658F007000152000,SIGNAL/DOW UNDERBURN UNIT D2,1,2007/10/01 00:00:00+00,2008/05/10 00:00:00+00,111.338556342413,111.33855,,,,4815.05662388146,785772.833751706
8021,2008,CA,USF,LNF,050658F007000153000,SIGNAL/DOW UB UNIT D-3,1,2007/10/01 00:00:00+00,2008/05/02 00:00:00+00,443.112474347599,443.11249,,,,7898.27080259798,3126586.71546307
8022,2008,CA,USF,LNF,050658F011000222000,BLACKS RNA C UB 2008,1,2007/10/01 00:00:00+00,2008/06/03 00:00:00+00,50.2300883840773,50.230087,,,,3321.55728261427,354081.503040213
8023,2008,CA,USF,LNF,050658F011000223000,BLACKS RNA C UB 2009,1,2008/10/30 00:00:00+00,2008/10/30 00:00:00+00,15.0598985739328,15.059899,,,,1461.38412444712,106168.813322558
8024,2006,CA,USF,LNF,050658F012000037000,06 EL CRATER UNDERBURN,1,2005/10/24 00:00:00+00,2006/06/01 00:00:00+00,684.614298407231,684.61432,,,,37580.4998475624,4815547.01392506
8025,2009,CA,USF,LNF,050658F012000038000,CRATER UNDERBURN 2009,1,2009/04/20 00:00:00+00,2009/05/14 00:00:00+00,389.632438052419,389.63245,,,,12702.8340143629,2739971.21321984
8026,2010,CA,USF,LNF,050658F012000205000,CHAMPS UB #5,1,2009/10/01 00:00:00+00,2010/06/22 00:00:00+00,694.728044899074,694.72803,,,,15246.7442963884,4897671.42143051
8027,2006,CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,1,2006/10/11 00:00:00+00,2006/10/11 00:00:00+00,397.878381774402,397.87839,,,,7188.07502329713,2806364.98002729
8028,2009,CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,1,2008/10/01 00:00:00+00,2009/05/07 00:00:00+00,397.878381774402,397.87839,,,,7188.07502329713,2806364.98002729
8029,2007,CA,USF,LNF,050658F014000005000,DOW UNDERBURN # 6,1,2007/10/01 00:00:00+00,2007/11/16 00:00:00+00,43.5749571457562,43.574959,,,,2693.88882823734,307361.257212712
8030,2006,CA,USF,LNF,050658F018000002000,06 EL GRAYS UNDERBURN,1,2005/10/15 00:00:00+00,2006/06/01 00:00:00+00,468.128099383484,468.12811,,,,18080.2613269794,3288277.98445701
8031,2010,CA,USF,LNF,050658F019000462000,CRATER UB #6,1,2010/01/10 00:00:00+00,2010/06/11 00:00:00+00,157.067673184484,157.06767,,,,6008.05331824795,1104164.48740292
8032,2010,CA,USF,LNF,050658F019000463000,CRATER UB # 4 2010,1,2010/01/10 00:00:00+00,2010/06/12 00:00:00+00,50.6898211497909,50.689819,,,,2789.47815382818,356259.934887227
8033,2009,CA,USF,LPF,050753070604F005000,PINE,1,2009/01/19 00:00:00+00,2009/01/24 00:00:00+00,5816.08986497197,5816.0898,,,,33429.972084031,35177414.0383497
8034,2007,CA,USF,LPF,050754100204F001000,SANTA CRUZ,1,2007/08/15 00:00:00+00,2007/08/15 00:00:00+00,9964.78912277203,9964.7891,,,,50793.5722181109,59725395.9863261
8035,2007,CA,USF,LPF,050754130201F001000,EAST & WEST CAMINO CIELO,1,2007/08/15 00:00:00+00,2007/08/15 00:00:00+00,1456.84431005147,1456.8444,,,,123541.645168025,8703586.8601742
8036,2006,CA,USF,LPF,050757020503F001000,ALAMO MOUNTAIN #1,1,2006/10/01 00:00:00+00,2006/10/15 00:00:00+00,4846.56966114805,4846.5698,,,,29295.258243326,29062366.947875
8037,2006,CA,USF,LPF,050757020504F001000,ALAMO MOUNTAIN #2,1,2006/10/01 00:00:00+00,2006/10/15 00:00:00+00,12966.0731025687,12966.073,,,,56524.1985632543,77768682.5005876
8038,2008,CA,USF,MNF,0508511220001000005,DOE PEAK TYPE CONVERSION,1,2008/03/01 00:00:00+00,2008/03/11 00:00:00+00,102.31770168592,102.31771,,,,12115.7803301826,700537.099641241
8039,2006,CA,USF,MNF,0508511220001000009,DOE PEAK TYPE CONVERSION,1,2006/09/30 00:00:00+00,2006/09/30 00:00:00+00,270.458058792469,270.45807,,,,28140.5142914936,1851627.56435246
8040,2009,CA,USF,MNF,0508511220001000013,DOE PEAK TYPE CONVERSION,1,2009/11/28 00:00:00+00,2009/11/28 00:00:00+00,629.424469027222,629.4245,,,,15145.8816765343,4306543.96279651
8041,2006,CA,USF,MNF,0508511240001000000,06 OAK RIDGE,1,2006/05/01 00:00:00+00,2006/05/22 00:00:00+00,360.141817467306,360.14194,,,,12081.3608207273,2473250.3281363
8042,2008,CA,USF,MNF,0508511240004000001,OAK RIDGE UNDERBURN FY 2009,1,2008/10/01 00:00:00+00,2008/12/01 00:00:00+00,13.2357966453608,13.235797,,,,1435.10600719361,91128.3534539429
8043,2009,CA,USF,MNF,0508511240004000002,OAK RIDGE UNDERBURN FY 2009,1,2009/11/03 00:00:00+00,2009/11/04 00:00:00+00,100.165678394173,100.16568,,,,4540.86519150972,688184.596566159
8044,2008,CA,USF,MNF,0508530100071000001,ALDER SPRINGS UNIT 71,1,2008/03/01 00:00:00+00,2008/03/11 00:00:00+00,9.96064421386564,9.9606438,,,,1399.04614383025,68158.6088597955
8045,2008,CA,USF,MNF,0508530100072000001,ALDER SPRINGS UNIT 72,1,2008/10/01 00:00:00+00,2008/10/10 00:00:00+00,10.2146676959058,10.214667,,,,1245.04270365323,69857.2977858684
8046,2006,CA,USF,MNF,0508530110002000000,ALDER SPRINGS UNDERBURN#2 2007,1,2005/10/15 00:00:00+00,2006/11/01 00:00:00+00,74.8402075359061,74.84021,,,,4066.06109124235,511810.281304236
8047,2007,CA,USF,MNF,0508530110003000000,ALDER UNIT 52,1,2007/04/05 00:00:00+00,2007/04/08 00:00:00+00,1200.63352474407,1200.6335,,,,20350.3084677598,8213295.14309513
8048,2008,CA,USF,MNF,0508530110003000001,ALDER UNIT 52,1,2008/03/11 00:00:00+00,2008/03/11 00:00:00+00,211.963733509683,211.96373,,,,21256.4529006183,1450208.62849217
8049,2006,CA,USF,MNF,0508530140013000000,ALDER UNIT 73,1,2005/10/15 00:00:00+00,2006/10/13 00:00:00+00,63.565148447849,63.565147,,,,4027.66581425426,434606.234872727
8050,2008,CA,USF,MNF,0508530140019000000,ALDER SPRINGS UNIT 53,1,2008/03/11 00:00:00+00,2008/03/11 00:00:00+00,34.9937558905957,34.993755,,,,3504.36034659654,239289.713673701
8051,2008,CA,USF,MNF,0508530150001000006,TYPE CONVERSION MAINTAINENCE,1,2008/03/01 00:00:00+00,2008/03/11 00:00:00+00,80.9218710328872,80.921875,,,,4204.38712432308,553494.799596196
8052,2008,CA,USF,MNF,0508530150001000007,TYPE CONVERSION MAINTAINENCE,1,2008/11/01 00:00:00+00,2008/11/12 00:00:00+00,175.137131444193,175.13715,,,,12484.925991633,1196075.42236806
8053,2009,CA,USF,MNF,0508530150001000008,TYPE CONVERSION MAINTAINENCE,1,2009/10/15 00:00:00+00,2009/10/15 00:00:00+00,160.245585201718,160.24559,,,,10711.7971499703,1095810.35726868
8054,2010,CA,USF,MNF,0508530150001000009,TYPE CONVERSION MAINTAINENCE,1,2010/10/26 00:00:00+00,2010/10/26 00:00:00+00,258.897210636731,258.89722,,,,11565.2943237399,1770270.8724963
8055,2010,CA,USF,MNF,0508530330001000000,BLACK DIAMOND GLADE CLEARING,1,2010/10/27 00:00:00+00,2010/10/27 00:00:00+00,174.824073350383,174.82407,,,,8688.14285045906,1186486.68134693
8056,2009,CA,USF,MNF,0508530330002000001,MINE CAMP DIVERSION DAM,1,2009/10/20 00:00:00+00,2009/10/20 00:00:00+00,33.1518428691537,33.151844,,,,3811.58564458622,224799.373231185
8057,2010,CA,USF,MNF,0508530330003000000,MINE CAMP,1,2010/11/01 00:00:00+00,2010/11/03 00:00:00+00,86.584971520363,86.584969,,,,7410.02890672097,587153.27433665
8058,2009,CA,USF,MNF,0508540140103000000,PILLSBURY T-3,1,2009/03/13 00:00:00+00,2009/03/13 00:00:00+00,51.778225065168,51.778225,,,,3555.64673550043,351775.938652919
8059,2009,CA,USF,MNF,0508540140105000000,PILLSBURY T-15,1,2009/03/13 00:00:00+00,2009/03/13 00:00:00+00,21.3611785270985,21.361179,,,,2469.59650415772,145134.356473851
8060,2008,CA,USF,MNF,0508540140201000006,GRAVELLY VALLEY MOWING,1,2008/03/10 00:00:00+00,2008/03/10 00:00:00+00,9.36261301257149,9.3626127,,,,1178.27547194205,63621.6452784277
8061,2008,CA,USF,MNF,0508540140201000007,GRAVELLY VALLEY MOWING,1,2008/03/11 00:00:00+00,2008/03/11 00:00:00+00,20.4603906676717,20.46039,,,,1492.01859184148,139034.412647766
8062,2006,CA,USF,MNF,0508540140202000001,GRAVELLY VALLEY BURN,1,2006/12/14 00:00:00+00,2006/12/14 00:00:00+00,7.35595082504183,7.3559508,,,,853.154169032183,49989.7590916828
8063,2007,CA,USF,MNF,0508540231208000000,HOWARD MILL UNDERSTORY,1,2007/02/20 00:00:00+00,2007/02/20 00:00:00+00,12.35227766761,12.35228,,,,1482.99253820822,83685.5947150175
8064,2010,CA,USF,MNF,0508540231323000001,WILLOW CREEK THIN AND RELEASE,1,2010/03/24 00:00:00+00,2010/03/24 00:00:00+00,30.7431255321598,30.743122,,,,2155.47453645125,208284.565826432
8065,2007,CA,USF,MNF,0508540231325000000,HOWARD MILL UNDERSTORY,1,2007/03/19 00:00:00+00,2007/03/19 00:00:00+00,48.7732357817138,48.773235,,,,4782.16147507496,330331.805222243
8066,2008,CA,USF,MNF,0508540231325000001,HOWARD MILL UNDERSTORY,1,2008/03/07 00:00:00+00,2008/03/07 00:00:00+00,4.72237317280105,4.722374,,,,1011.49118760197,31986.2046178185
8067,2008,CA,USF,MNF,0508540231325000002,HOWARD MILL UNDERSTORY,1,2008/03/12 00:00:00+00,2008/03/12 00:00:00+00,10.5986378565359,10.598638,,,,1608.20290971168,71786.7833278453
8068,2008,CA,USF,MNF,0508540231325000003,HOWARD MILL UNDERSTORY,1,2008/03/20 00:00:00+00,2008/03/20 00:00:00+00,4.86630077108989,4.8663006,,,,1279.04849529904,32958.9511155669
8069,2007,CA,USF,MNF,0508540231406000001,HOWARD MILL UNDERSTORY,1,2007/03/25 00:00:00+00,2007/03/25 00:00:00+00,85.9786287934177,85.97863,,,,5054.28393645487,582290.690667284
8070,2009,CA,USF,MNF,0508540232403000000,,1,2009/04/06 00:00:00+00,2009/04/06 00:00:00+00,73.4001269727996,73.400124,,,,4680.75199492563,496959.06552059
8071,2009,CA,USF,MNF,0508540232415000000,,1,2009/01/21 00:00:00+00,2009/04/06 00:00:00+00,15.9269604414967,15.926964,,,,2475.27848608057,107799.931603518
8072,2009,CA,USF,MNF,0508540232416000002,HOWARD MILL UNDERSTORY,1,2009/04/07 00:00:00+00,2009/04/07 00:00:00+00,161.433125848144,161.43312,,,,6468.02024662835,1092783.14568795
8073,2008,CA,USF,MNF,0508540262208000002,STREETER,1,2008/04/01 00:00:00+00,2008/04/01 00:00:00+00,5.06918825923078,5.0691881,,,,769.547732561611,34307.866685675
8074,2005,CA,USF,MNF,0508540262305000000,HOWARD MILL UNDERSTORY,1,2005/12/05 00:00:00+00,2005/12/05 00:00:00+00,90.1818477150582,90.181847,,,,5675.43951318126,610548.352573452
8075,2008,CA,USF,MNF,0508540262305000001,HOWARD MILL UNDERSTORY,1,2008/03/24 00:00:00+00,2008/03/24 00:00:00+00,8.30813031280973,8.3081303,,,,1351.03574810629,56244.7211472037
8076,2008,CA,USF,MNF,0508540262311000001,HORSE MOUNTAIN MECHANICAL 1,1,2008/12/09 00:00:00+00,2008/12/09 00:00:00+00,21.4329037417912,21.432903,,,,2054.40561587757,145080.076236848
8077,2008,CA,USF,MNF,0508540262311000002,HORSE MOUNTAIN MECHANICAL 1,1,2008/03/24 00:00:00+00,2008/03/24 00:00:00+00,11.9813416108258,11.981341,,,,1363.12627947395,81108.6266278581
8078,2008,CA,USF,MNF,0508540262311000003,HORSE MOUNTAIN MECHANICAL 1,1,2008/03/25 00:00:00+00,2008/03/25 00:00:00+00,13.3089599206835,13.30896,,,,1572.9967176092,90095.0732375635
8079,2008,CA,USF,MNF,0508540262312000000,HORSE MOUNTAIN MECHANICAL 2,1,2007/01/15 00:00:00+00,2008/04/02 00:00:00+00,16.4025368366325,16.402536,,,,2156.87385919738,111029.166826322
8080,2008,CA,USF,MNF,0508540262313000000,HORSE MOUNTAIN MECHANICAL 3,1,2008/04/03 00:00:00+00,2008/04/03 00:00:00+00,17.3710060462049,17.371006,,,,2685.77058045267,117582.2347453
8081,2008,CA,USF,MNF,0508540262314000000,HORSE MOUNTAIN MECHANICAL 4,1,2007/01/15 00:00:00+00,2008/04/01 00:00:00+00,17.6307700720237,17.63077,,,,2261.38208167818,119332.682253058
8082,2008,CA,USF,MNF,0508540262314000001,HORSE MOUNTAIN MECHANICAL 4,1,2008/04/02 00:00:00+00,2008/04/02 00:00:00+00,5.02699751509792,5.0269971,,,,830.472889647451,34024.2038394091
8083,2009,CA,USF,MNF,0508540262601000002,HORSE MOUNTAIN MECHANICAL 5,1,2009/04/01 00:00:00+00,2009/04/01 00:00:00+00,49.835511796469,49.83551,,,,5916.95678541878,337227.528496622
8084,2007,CA,USF,MNF,0508540263101000009,ELK MOUNTAIN FUELBREAK,1,2007/02/28 00:00:00+00,2007/02/28 00:00:00+00,6.970864405758,6.9708633,,,,1117.090043883,47156.0918142708
8085,2009,CA,USF,MNF,0508540263101000013,ELK MOUNTAIN FUELBREAK,1,2009/01/21 00:00:00+00,2009/01/21 00:00:00+00,15.1009882134915,15.100988,,,,3043.37636231942,102199.12336498
8086,2007,CA,USF,MNF,0508540263105000000,HOWARD MILL UNDERSTORY BURN,1,2001/02/15 00:00:00+00,2007/02/15 00:00:00+00,261.726762454364,261.72678,,,,8174.45864062525,1770436.16355412
8087,2007,CA,USF,MNF,0508540263105000001,HOWARD MILL UNDERSTORY BURN,1,2007/02/06 00:00:00+00,2007/02/06 00:00:00+00,200.681411315984,200.68141,,,,7561.63776068692,1357513.96174536
8088,2007,CA,USF,MNF,0508540273018000001,HOWARD MILL UNDERSTORY,1,2007/02/20 00:00:00+00,2007/02/20 00:00:00+00,44.7390028682955,44.739002,,,,3128.24076530959,302718.054888441
8089,2009,CA,USF,MNF,0508540273018000002,HOWARD MILL UNDERSTORY,1,2009/03/19 00:00:00+00,2009/03/19 00:00:00+00,20.186285958258,20.186285,,,,1763.3074265781,136578.195217299
8090,2007,CA,USF,MNF,0508540273018000003,HOWARD MILL UNDERSTORY,1,2007/03/15 00:00:00+00,2007/03/15 00:00:00+00,239.993046015818,239.99304,,,,6529.35556074478,1623643.77280189
8091,2010,CA,USF,MNF,0508540370402000000,HIGH VALLEY,1,2009/03/15 00:00:00+00,2010/04/10 00:00:00+00,35.5993676909612,35.599369,,,,2878.57307611035,239473.150241323
8092,2010,CA,USF,MNF,0508540370403000000,HIGH VALLEY,1,2010/04/10 00:00:00+00,2010/04/10 00:00:00+00,9.95461067053698,9.9546108,,,,1216.31328620314,66977.1592964273
8093,2010,CA,USF,MNF,0508540370404000000,HIGH VALLEY,1,2010/04/10 00:00:00+00,2010/04/10 00:00:00+00,12.6158466026656,12.615847,,,,1437.55670222725,84876.5168008389
8094,2010,CA,USF,MNF,0508540370407000000,HIGH VALLEY,1,2010/04/10 00:00:00+00,2010/04/10 00:00:00+00,17.3751424730272,17.375143,,,,1692.83861409293,116902.121365298
8095,2008,CA,USF,MNF,0508560131201000000,NEWHOUSE BURN,1,2008/11/15 00:00:00+00,2008/11/20 00:00:00+00,271.99161334624,271.99161,,,,6367.33505976831,1865608.20701656
