PLOT,Fire_Year,SPECIES,MORT_DATE,DBH,CVS,FIRE_MORT_0_to_3_yr,POST_FIRE_BEETLE_MORT_5yr,N.neighbors.15m,N.neighbors.5m,N.conspecific.neighbors.15m,N.conspecific.neighbors.5m,Nearest.neighbor,HEGYI,BA.conspecifics.5m,BA.conspecifics.15m,BA.3m,BA.5m,BA.8m,BA.11m,BA.15m,BA.20m
UPTHAR,1990,PINUS,2005,40.6,15,0,0,25,0,0,0,6.85,5.66965,0,0,0,0,2.608,3.239,6.136,12.772
UPTHAR,1990,ABCO,1991,12.8,100,1,NA,30,5,17,3,1.36,25.74259,0.613,3.997,1.928,2.23,5.939,8.126,10.994,13.006
UPTHAR,1990,ABCO,1991,21.8,100,1,NA,30,4,17,2,1.36,16.91851,0.286,3.899,1.904,1.904,4.259,8.053,10.896,13.036
UPTHAR,1990,PINUS,NA,99.5,5,0,0,25,3,2,0,1.42,2.963311,0,0.02,0.324,0.324,2.679,3.323,4.327,7.131
UPTHAR,1990,PINUS,1991,11.2,100,1,NA,28,0,6,0,7.46,25.63841,0,3.398,0,0,0.646,3.799,7.48,13.821
UPTHAR,1990,ABCO,1992,70.2,90,1,1,32,3,27,3,1.9,4.574951,0.424,7.945,0.331,0.424,1.141,1.853,8.236,18.02
UPTHAR,1990,ABCO,1991,34.4,100,1,NA,30,4,28,4,2.93,7.584694,1.251,8.165,0.387,1.251,1.447,2.276,8.185,18.324
UPTHAR,1990,ABCO,1992,59,95,1,1,31,4,17,2,1.47,5.649675,0.05,2.955,1.667,1.667,4.023,7.355,9.961,12.728
UPTHAR,1990,ABCO,2003,62,3,0,0,32,5,16,5,0.78,6.478299,0.889,2.17,0.876,0.889,8.639,8.639,9.675,12.397
UPTHAR,1990,ABCO,1993,52.8,5,1,0,32,4,16,4,0.78,10.49379,1.208,2.502,1.208,1.208,8.971,8.971,10.007,12.728
UPTHAR,1990,ABCO,1991,31.5,100,1,NA,35,0,30,0,5.75,6.397963,0,4.272,0,0,0.976,1.878,4.374,10.761
UPTHAR,1990,ABCO,1992,25.5,95,1,0,29,2,26,2,3.35,8.621182,0.008,4.596,0,0.008,1.571,3.608,4.763,10.68
UPTHAR,1990,ABCO,1991,3,100,1,NA,32,4,31,4,2.42,88.12977,0.982,7.507,0.102,0.982,3.225,3.705,7.52,9.153
UPTHAR,1990,ABCO,1991,36,100,1,NA,32,2,30,2,1.83,5.571992,0.823,7.457,0.823,0.823,2.994,6.421,7.555,9.169
UPTHAR,1990,ABCO,1997,102.3,75,0,0,30,2,28,2,1.83,2.471342,0.102,6.283,0.102,0.102,1.929,4.596,6.38,11.391
UPTHAR,1990,PINUS,NA,21.6,10,0,0,21,4,2,0,2.19,18.58754,0,0.835,0.002,0.124,2.684,2.717,9.163,14.736
UPTHAR,1990,ABCO,1991,5.4,100,1,NA,19,5,17,3,1.45,46.71953,0.15,8.184,0.176,0.248,0.291,3.631,8.281,13.188
UPTHAR,1990,ABCO,NA,20.4,25,0,0,18,4,16,2,1.45,13.65219,0.074,8.01,0.002,0.171,0.214,3.627,8.108,13.482
UPTHAR,1990,ABCO,1991,30.2,100,1,NA,28,3,26,3,3.38,8.868568,0.081,8.732,0,0.081,1.102,5.542,8.829,14.157
UPTHAR,1990,ABCO,1992,141.8,90,1,1,35,2,34,2,4.68,1.597594,0.063,6.623,0,0.063,4.225,5.248,6.636,11.565
UPTHAR,1990,ABCO,1991,22.4,100,1,NA,34,7,31,7,1.08,14.51354,1.969,8.25,0.054,1.969,3.971,5.085,8.424,10.46
UPTHAR,1990,ABCO,1991,17.5,100,1,NA,34,7,31,7,1.08,15.02891,2.348,8.266,0.069,2.348,3.211,5.521,8.439,11.133
UPTHAR,1990,ABCO,1991,19.4,100,1,NA,34,9,31,9,1.53,14.50828,0.972,8.26,0.063,0.972,3.224,4.782,8.434,10.343
UPTHAR,1990,ABCO,1991,68.7,100,1,NA,35,3,32,3,4.12,4.416887,0.151,8.325,0,0.151,2.888,4.497,8.498,12.697
UPTHAR,1990,ABCO,1991,35.3,100,1,NA,36,3,34,3,3.45,8.605223,0.643,11.558,0,0.643,3.519,6.505,11.581,15.281
UPTHAR,1990,ABCO,1992,94.4,80,1,1,34,4,32,4,1.85,3.157233,2.163,9.415,2.039,2.163,3.931,4.811,10.25,13.709
UPTHAR,1990,ABCO,2005,111,50,0,0,30,2,26,2,1.85,2.525157,0.79,6.127,0.7,0.79,2.403,4.038,7.059,13.535
UPTHAR,1990,PINUS,1993,72.9,20,1,1,30,0,4,0,7.7,6.562698,0,0.195,0,0,0.403,2.786,9.432,27.165
UPTHAR,1990,ABCO,1991,33.9,100,1,NA,28,4,26,4,3.07,8.818843,2.773,12.167,0,2.773,3.507,8.394,13.002,16
UPTHAR,1990,ABCO,1991,20.8,100,1,NA,32,3,30,3,3.56,13.77181,0.888,12.609,0,0.888,3.256,9.265,13.444,16.306
UPTHAR,1990,ABCO,1991,55.1,100,1,NA,33,4,30,4,1.9,4.867158,0.671,10.288,0.387,0.671,1.463,4.104,10.32,14.57
UPTHAR,1990,ABCO,1991,26.7,100,1,NA,21,4,21,4,2.67,10.42587,2.197,12.264,1.685,2.197,4.863,5.187,12.264,21.128
UPTHAR,1990,ABCO,2006,57.1,80,0,0,23,3,23,3,1.33,7.245515,1.741,14.344,1.685,1.741,4.287,6.957,14.344,20.906
UPTHAR,1990,ABCO,NA,102.3,3,0,0,21,4,21,4,1.33,4.349615,0.586,10.683,0.568,0.586,3.114,3.431,10.683,21.258
UPTHAR,1990,ABCO,1991,15.1,100,1,NA,19,5,19,5,1.61,22.60624,4.261,11.727,2.528,4.261,4.922,4.95,11.727,21.688
UPTHAR,1990,ABCO,1992,43.4,80,1,0,21,0,19,0,6.35,6.859227,0,9.723,0,0,2.492,7.367,9.82,16.704
UPTHAR,1990,ABCO,NA,123.3,10,0,0,26,2,24,2,3.13,2.213625,0.033,6.358,0,0.033,2.743,2.824,6.456,14.094
UPTHAR,1990,ABCO,1994,23.4,95,0,1,16,2,14,0,4.78,13.6468,0,5.372,0,0.097,2.667,2.92,5.469,16.797
UPTHAR,1990,ABCO,1992,19.5,95,1,0,28,5,24,5,1.87,18.33712,2.948,9.279,0.003,2.948,4.914,6.313,10.211,19.765
UPTHAR,1990,ABCO,NA,110.6,3,0,0,28,3,25,3,1.02,3.85387,0.459,10.488,0.456,0.459,5.332,7.147,11.003,17.194
UPTHAR,1990,ABCO,NA,53.8,20,0,0,29,4,25,4,1.02,8.905295,1.998,11.997,1.965,1.998,7.042,8.656,12.929,20.212
UPTHAR,1990,ABCO,1996,97.3,3,0,0,30,2,30,2,1.53,4.221992,1.61,13.399,1.61,1.61,5.133,6.779,13.399,20.77
UPTHAR,1990,ABCO,NA,101.1,10,0,0,28,3,28,3,1.53,4.066994,1.845,11.666,0.744,1.845,4.266,5.882,11.666,18.492
UPTHAR,1990,ABCO,NA,81.9,15,0,0,22,2,22,2,4.52,5.862202,1.61,10.151,0,1.61,2.354,7.293,10.151,24.551
UPTHAR,1990,ABCO,1994,32.3,85,0,1,32,4,30,4,1.66,15.86046,0.403,17.199,0.403,0.403,0.403,8.349,18.034,23.031
UPTHAR,1990,ABCO,2005,35.8,85,0,0,30,2,28,2,1.66,13.91808,0.164,16.961,0.164,0.164,1.455,5.875,17.795,24.264
UPTHAR,1990,ABCO,1998,98.4,15,0,0,28,0,28,0,5.13,4.987851,0,13.263,0,0,4.862,7.864,13.263,24.919
UPTHAR,1990,ABCO,NA,124.5,20,0,0,16,2,16,2,1.61,2.658038,0.066,7.051,0.018,0.066,2.411,2.993,7.051,20.542
UPTHAR,1990,ABCO,NA,75.2,5,0,0,19,0,19,0,5.19,5.020731,0,11.051,0,0,3.304,5.122,11.051,18.544
UPTHAR,1990,ABCO,NA,84.2,3,0,0,16,0,16,0,5.33,6.422355,0,7.506,0,0,3.395,5.024,7.506,18.85
UPTHAR,1990,ABCO,1992,49,90,1,0,20,0,20,0,5.19,6.570391,0,13.414,0,0,3.6,6.581,13.414,22.654
UPTHAR,1990,ABCO,1991,24.8,100,1,NA,19,3,19,3,4.26,16.3916,2.546,10.905,0,2.546,2.546,4.799,10.905,24.576
UPTHAR,1990,ABCO,NA,119,5,0,0,10,1,10,1,4.98,3.281873,0.431,4.604,0,0.431,1.904,2.561,4.604,11.634
UPTHAR,1990,ABCO,1994,74.1,15,0,1,16,3,16,3,2.77,4.819044,2.858,11.138,0.626,2.858,3.047,4.641,11.138,16.988
UPTHAR,1990,ABCO,1991,89.3,100,1,NA,15,1,15,1,2.77,4.012624,0.431,9.896,0.431,0.431,2.663,6.144,9.896,18.454
UPTHAR,1990,ABCO,1996,91.5,5,0,0,9,0,9,0,6.04,3.43525,0,6.189,0,0,2.232,4.895,6.189,19.642
UPTHAR,1990,ABCO,2004,71,20,0,0,41,5,41,5,2.43,5.771674,4.054,14.626,0.016,4.054,6.628,9.184,14.626,24.846
UPTHAR,1990,ABCO,2013,35.8,5,0,0,28,5,26,5,1.68,5.981229,0.366,5.09,0.299,0.366,1.013,4.408,5.254,9.617
UPTHAR,1990,ABCO,2014,43.1,40,0,0,31,7,29,7,1.68,5.924626,0.339,7.76,0.208,0.339,1.012,4.317,7.924,10.11
UPTHAR,1990,ABCO,1991,9.4,100,1,NA,30,8,28,8,1.91,20.23365,0.614,7.624,0.493,0.614,1.664,4.451,7.788,9.909
UPTHAR,1990,ABCO,1992,2.8,3,1,0,39,5,35,5,2.14,84.63854,1.007,8.232,0.815,1.007,4.841,5.587,8.301,11.523
YOHOPIPO,2007,ABCO,2012,5.8,0,0,0,272,30,158,18,1.88,71.41258,0.095,2.086,0.046,0.142,1.205,3.131,6.399,8.673
YOHOPIPO,2007,ABCO,NA,18.5,80,0,0,261,29,147,20,1.11,24.0341,0.169,1.997,0.017,0.443,1.256,2.405,5.764,8.829
YOHOPIPO,2007,ABCO,2009,4.4,0,1,0,263,22,143,17,1.31,96.57735,0.204,2.043,0.039,0.838,1.713,2.06,5.796,8.704
YOHOPIPO,2007,ABCO,2008,4.1,100,1,0,259,19,146,17,0.51,112.0826,0.15,2.362,0.293,0.398,1.608,2.348,6.082,9.043
YOHOPIPO,2007,ABCO,2007,4.5,100,1,NA,257,20,144,16,0.51,101.4716,0.143,1.548,0.035,0.4,1.522,2.425,5.336,9.133
YOHOPIPO,2007,ABCO,2008,1.4,100,1,0,261,25,149,18,1.11,317.0452,0.141,1.216,0.049,0.412,1.11,2.497,5.241,9.156
YOHOPIPO,2007,ABCO,2007,8,100,1,NA,255,24,151,20,1.82,60.1917,0.212,1.558,0.289,0.493,1.609,2.758,4.21,9.545
YOHOPIPO,2007,ABCO,2012,20.8,80,0,0,254,30,160,26,0.49,22.41755,0.157,1.527,0.063,0.184,0.93,2.438,5.17,9.881
YOHOPIPO,2007,ABCO,2007,6.5,100,1,NA,261,27,164,24,0.76,71.05139,0.186,1.907,0.06,0.228,1.3,2.466,4.234,9.861
YOHOPIPO,2007,ABCO,2007,6.3,100,1,NA,253,29,159,25,0.49,74.91276,0.13,1.558,0.095,0.157,1.212,2.43,5.478,10.01
YOHOPIPO,2007,ABCO,2009,14,95,1,1,244,32,149,23,1.2,31.34016,0.164,1.769,0.077,0.501,1.52,2.353,4.165,9.422
YOHOPIPO,2007,ABCO,2007,3.1,100,1,NA,231,31,138,20,0.8,149.1952,0.191,1.83,0.067,0.508,1.643,2.838,4.083,8.94
YOHOPIPO,2007,ABCO,2007,4.4,100,1,NA,237,31,142,20,1.31,109.6027,0.172,1.809,0.189,0.526,1.491,1.949,4.165,9.307
YOHOPIPO,2007,ABCO,2007,22,100,1,NA,236,26,137,18,0.72,20.42436,0.134,1.817,0.011,0.564,1.473,2.796,4.27,8.37
YOHOPIPO,2007,ABCO,2007,10,100,1,NA,230,28,133,20,0.72,46.21777,0.098,2.068,0.046,0.526,1.478,2.858,4.455,7
YOHOPIPO,2007,ABCO,2008,14.5,100,1,0,238,35,148,22,0.38,30.37084,0.382,2.073,0.368,0.742,0.905,2.122,4.553,8.076
YOHOPIPO,2007,ABCO,2007,2.6,100,1,NA,230,31,139,19,0.35,180.9331,0.132,2.014,0.349,0.491,1.343,2.697,4.294,8.13
YOHOPIPO,2007,PINUS,2008,32.5,100,1,1,237,35,16,2,0.38,13.17233,0.056,0.325,0.301,0.676,0.849,2.06,4.541,7.988
YOHOPIPO,2007,CADE,2007,3.4,100,1,NA,209,34,56,9,1.3,129.4369,0.044,0.842,0.021,0.421,1.608,2.72,4.07,7.229
YOHOPIPO,2007,CADE,2007,6.1,100,1,NA,232,31,59,7,1.13,72.48802,0.035,0.904,0.377,0.693,0.99,2.204,4.594,7.688
YOHOPIPO,2007,CADE,2007,8.7,100,1,NA,223,25,54,6,1.33,48.30016,0.031,0.909,0.314,0.402,1.018,2.711,4.576,7.538
YOHOPIPO,2007,CADE,2008,9,100,1,0,202,34,52,9,1.3,48.35245,0.041,0.758,0.016,0.406,1.747,2.71,3.908,7.662
YOHOPIPO,2007,CADE,2007,7.9,100,1,NA,217,30,48,7,0.86,53.46864,0.034,0.845,0.04,0.667,1.196,2.206,4.096,8.591
YOHOPIPO,2007,ABCO,2007,11,100,1,NA,213,27,142,15,0.86,37.49776,0.046,1.997,0.034,0.397,1.263,2.629,4.058,8.263
YOHOPIPO,2007,ABCO,2007,7,100,1,NA,213,20,138,16,0.74,56.46092,0.139,1.959,0.062,0.232,1.493,1.985,3.777,8.199
YOHOPIPO,2007,ABCO,2007,5.8,100,1,NA,200,19,123,9,1.64,70.87757,0.263,2.299,0.194,0.39,0.994,2.312,3.864,7.566
YOHOPIPO,2007,ABCO,2007,6.7,100,1,NA,212,18,135,14,0.74,61.79471,0.267,1.954,0.071,0.35,1.491,1.967,3.784,8.187
YOHOPIPO,2007,ABCO,2007,26.3,100,1,NA,215,16,139,10,1.41,18.12643,0.203,2.23,0.093,0.356,0.822,1.773,4.046,8.064
YOHOPIPO,2007,ABCO,2007,10.7,100,1,NA,212,17,131,9,1.72,40.66459,0.417,2.479,0.31,0.581,0.856,2.359,4.307,7.427
YOHOPIPO,2007,CADE,2007,30.8,100,1,NA,215,16,54,4,1.41,13.35052,0.013,0.57,0.237,0.497,0.702,1.729,3.921,7.659
YOHOPIPO,2007,CADE,2007,10.5,100,1,NA,213,15,61,5,2.16,40.17103,0.096,0.569,0.182,0.507,0.84,2.052,4.087,7.647
YOHOPIPO,2007,ABCO,2007,46.7,100,1,NA,207,19,120,9,1.44,8.831236,0.105,2.129,0.106,0.286,0.49,1.57,3.909,7.149
YOHOPIPO,2007,ABCO,2007,15.5,100,1,NA,213,19,103,6,1.14,27.7307,0.216,2.126,0.026,0.296,1.136,1.571,4.025,8.099
YOHOPIPO,2007,CADE,2007,12.5,100,1,NA,216,24,82,8,0.6,33.27431,0.028,1,0.057,0.561,1.169,2.049,4.357,7.45
YOHOPIPO,2007,ABCO,2007,9.6,100,1,NA,203,21,109,9,0.79,44.25098,0.216,2.212,0.229,0.294,1.348,1.882,3.983,7.62
YOHOPIPO,2007,CADE,2007,4.1,100,1,NA,200,22,61,7,0.79,105.6403,0.037,0.912,0.067,0.296,1.323,1.925,4.266,7.616
YOHOPIPO,2007,ABCO,2007,7.6,100,1,NA,204,27,104,13,0.9,56.15887,0.468,2.249,0.097,0.629,1.017,2.265,4.279,7.16
YOHOPIPO,2007,PINUS,2007,11.9,100,1,NA,202,30,11,1,0.9,35.57745,0.012,0.502,0.065,0.614,1.027,2.406,3.848,7.002
YOHOPIPO,2007,ABCO,2007,4.8,100,1,NA,211,30,104,16,0.97,88.78371,0.5,2.228,0.071,0.654,0.939,2.316,4.31,7.154
YOHOPIPO,2007,CADE,2007,7.5,100,1,NA,199,29,58,8,0.41,57.23433,0.115,0.843,0.051,0.368,1.212,2.537,3.843,7.344
YOHOPIPO,2007,PINUS,2007,10.2,100,1,NA,208,33,7,0,0.7,41.50613,0,0.528,0.57,0.635,0.968,2.304,3.96,7.183
YOHOPIPO,2007,CADE,2007,4.1,100,1,NA,202,30,58,9,0.41,105.8713,0.119,0.849,0.055,0.391,1.225,2.541,3.85,7.439
YOHOPIPO,2007,CADE,2007,7.1,100,1,NA,202,21,57,8,1.44,60.31582,0.115,0.592,0.2,0.581,0.898,1.948,3.897,7.669
YOHOPIPO,2007,CADE,2007,7.3,100,1,NA,203,32,59,10,0.35,60.43851,0.119,0.867,0.055,0.415,1.167,2.674,4.272,7.021
YOHOPIPO,2007,ABCO,2007,10,100,1,NA,212,31,118,16,1.16,46.20711,0.451,1.894,0.138,0.608,1.28,2.4,4.349,7.025
YOHOPIPO,2007,PINUS,2007,12.3,100,1,NA,202,31,11,1,0.35,34.3917,0.011,0.5,0.048,0.195,1.215,2.696,3.858,7.071
YOHOPIPO,2007,ABCO,2007,3.4,100,1,NA,208,34,121,18,0.18,136.0175,0.467,1.934,0.126,0.643,1.367,2.473,4.379,7.184
YOHOPIPO,2007,CADE,2007,32.7,100,1,NA,216,30,72,7,0.56,13.23626,0.028,0.988,0.241,0.533,1.241,2.505,4.398,6.948
YOHOPIPO,2007,ABCO,2007,3.4,100,1,NA,217,33,121,18,0.37,132.6948,0.467,1.967,0.101,0.631,1.382,2.528,4.477,7.12
YOHOPIPO,2007,ABCO,2007,6.5,100,1,NA,208,31,110,16,0.97,65.24578,0.453,1.896,0.569,0.616,1.317,2.356,4.397,6.874
YOHOPIPO,2007,ABCO,2007,1.9,100,1,NA,218,33,121,17,0.37,234.2043,0.463,1.964,0.105,0.932,1.382,2.612,4.456,6.98
YOHOPIPO,2007,CADE,2007,5.4,100,1,NA,217,32,70,8,0.58,79.41551,0.129,1.043,0.109,0.97,1.62,3.105,4.489,6.342
YOHOPIPO,2007,ABCO,2007,6.6,100,1,NA,223,27,125,18,1.56,66.90878,0.119,1.728,0.355,0.656,1.682,2.728,4.132,6.324
YOHOPIPO,2007,ABCO,2007,5.7,100,1,NA,217,28,125,17,1.35,83.58512,0.069,1.988,0.016,0.529,1.809,3.07,4.423,6.703
YOHOPIPO,2007,PINUS,2010,62.3,70,0,1,254,25,9,1,0.7,6.692393,0.012,0.972,0.164,0.531,1.653,2.759,4.367,6.817
YOHOPIPO,2007,CADE,2007,3.7,100,1,NA,254,23,83,4,0.7,122.3301,0.276,0.886,0.387,0.822,1.557,2.916,4.636,7.025
YOHOPIPO,2007,ABCO,2007,14.7,100,1,NA,263,19,130,9,1.03,30.22401,0.06,1.454,0.437,0.826,1.607,2.836,4.529,7.398
YOHOPIPO,2007,CADE,2007,17.5,100,1,NA,255,21,80,3,0.98,25.29097,0.251,0.82,0.364,0.8,1.618,2.89,4.64,8.192
YOHOPIPO,2007,ABCO,2008,20.9,100,1,0,263,21,142,16,1.15,22.42768,0.126,1.566,0.296,1.086,1.524,2.838,4.44,9.043
YOHOPIPO,2007,CADE,2008,56.2,100,1,0,264,23,93,4,1.13,7.552357,0.061,0.572,0.067,0.901,1.345,2.319,5.069,8.544
YOHOPIPO,2007,ABCO,2007,6.9,100,1,NA,267,19,136,10,1.03,64.97113,0.078,1.495,0.742,1.187,1.643,2.658,4.534,8.355
YOHOPIPO,2007,ABCO,2007,9.3,100,1,NA,259,23,129,14,1.21,48.30823,0.12,2.003,0.712,1.218,1.688,2.7,5.013,8.243
YOHOPIPO,2007,ABCO,2007,9.3,100,1,NA,262,22,134,14,1.13,48.71919,0.146,2.313,0.685,1.242,1.582,2.738,5.249,8.447
YOHOPIPO,2007,ABCO,2009,10.9,100,1,0,259,20,135,15,1.31,38.62153,0.157,2.446,0.727,0.866,1.791,2.564,6.181,8.482
YOHOPIPO,2007,PINUS,2010,69.8,50,0,1,266,22,7,0,0.89,5.934455,0,0.881,0.062,0.552,1.838,2.21,4.901,7.879
YOHOPIPO,2007,ABCO,2008,18.7,90,1,0,253,29,134,17,1.05,23.64791,0.165,1.703,0.13,0.851,1.307,3.25,5.437,8.975
YOHOPIPO,2007,ABCO,2008,6.2,100,1,0,251,31,132,19,1.05,71.95122,0.168,1.59,0.147,0.849,1.312,3.284,5.342,8.777
YOHOPIPO,2007,ABCO,2007,20.3,100,1,NA,263,21,136,14,0.67,21.14659,0.117,1.48,0.507,0.863,2.085,3.361,4.793,8.523
YOHOPIPO,2007,ABCO,2007,8.1,100,1,NA,265,22,140,14,0.67,54.5511,0.148,1.517,0.579,0.894,1.822,3.381,4.644,8.423
YOHOPIPO,2007,PINUS,2008,31.5,75,1,1,255,26,17,2,1,12.91999,0.212,0.441,0.129,0.746,2.437,3.399,4.333,8.489
YOHOPIPO,2007,CADE,2007,1,100,1,NA,253,27,95,11,0.31,413.1794,0.043,1.171,0.14,0.993,2.566,3.562,4.447,8.233
YOHOPIPO,2007,ABCO,2007,25.7,100,1,NA,251,25,127,9,0.31,15.82139,0.075,1.411,0.088,0.912,2.516,3.581,4.393,8.329
YOHOPIPO,2007,ABCO,2007,4.8,100,1,NA,255,27,130,12,0.96,87.48241,0.133,1.451,0.55,0.998,1.862,3.267,4.522,8.427
YOHOPIPO,2007,ABCO,2007,1.7,100,1,NA,256,22,120,10,0.94,236.0646,0.122,1.911,0.111,1.001,1.723,2.826,5.243,6.651
YOHOPIPO,2007,CADE,2008,2.6,100,1,0,242,31,90,16,1.82,159.05,0.108,1.311,0.45,0.667,1.295,3.562,4.713,6.738
YOHOPIPO,2007,CADE,2007,5.3,100,1,NA,253,19,102,6,1.44,73.77231,0.147,1.269,0.152,0.706,2.044,2.644,5.04,6.808
YOHOPIPO,2007,ABCO,2007,3.6,100,1,NA,268,21,125,13,0.62,113.2761,0.095,1.965,0.046,0.969,2.004,2.709,5.149,7.054
YOHOPIPO,2007,CADE,2007,21.3,100,1,NA,272,22,105,6,0.31,19.64163,0.356,0.994,0.011,0.937,1.963,2.804,5.122,8.074
YOHOPIPO,2007,ABCO,2007,3.1,100,1,NA,258,19,118,10,1.64,131.7145,0.054,1.192,0.169,0.613,1.631,3.108,4.423,7.121
YOHOPIPO,2007,ABCO,2007,8.8,100,1,NA,238,18,106,10,1.07,44.43625,0.066,1.898,0.159,0.315,2.056,2.688,4.892,6.54
YOHOPIPO,2007,CADE,2007,13.4,100,1,NA,243,18,101,6,1.79,30.697,0.152,1.073,0.128,0.307,1.797,3.153,4.307,7.301
YOHOPIPO,2007,PINUS,2007,35.6,100,1,NA,255,20,18,0,1.57,11.86078,0,0.709,0.345,0.475,1.587,3.027,4.327,7.249
YOHOPIPO,2007,CADE,2008,18.1,100,1,0,222,15,96,5,1.3,21.69914,0.047,1.027,0.031,0.238,1.657,2.721,4.266,7.142
YOHOPIPO,2007,ABCO,2008,6.3,100,1,1,234,20,105,9,1.5,65.29064,0.035,1.392,0.465,0.542,2.04,2.841,4.535,7.056
YOHOPIPO,2007,CADE,2007,4.4,100,1,NA,230,17,93,6,1.3,92.39613,0.064,1.063,0.168,0.557,1.891,2.721,4.419,7.264
YOHOPIPO,2007,PINUS,2007,12.3,100,1,NA,224,26,10,1,2.02,34.6124,0.305,1.276,0.333,0.811,1.577,3.012,4.654,7.361
YOHOPIPO,2007,ABCO,2007,7.8,100,1,NA,210,25,99,14,0.35,52.14435,0.476,1.413,0.035,1.036,1.548,2.594,4.381,6.603
YOHOPIPO,2007,CADE,2007,10.4,100,1,NA,211,27,81,7,0.35,39.18544,0.136,1.049,0.028,0.945,1.574,2.196,4.211,6.605
YOHOPIPO,2007,ABCO,2007,7.7,100,1,NA,213,27,106,16,0.43,54.31279,0.487,1.859,0.541,0.944,1.561,2.294,4.459,7.06
YOHOPIPO,2007,CADE,2007,8.2,100,1,NA,222,16,110,7,0.57,49.01276,0.024,1.215,0.058,0.51,1.018,1.649,4.119,6.974
YOHOPIPO,2007,ABCO,2007,52,100,1,NA,218,30,100,16,0.42,8.475832,0.309,1.407,0.246,0.475,1.023,1.851,4.055,6.693
YOHOPIPO,2007,ABCO,2007,52,100,1,NA,216,33,102,17,0.42,8.230401,0.275,1.466,0.325,0.457,0.952,1.871,4.09,6.704
YOHOPIPO,2007,CADE,2007,8.2,100,1,NA,212,30,85,8,0.51,55.47199,0.111,1.145,0.454,0.65,1.338,2.103,4.268,7.156
YOHOPIPO,2007,CADE,2007,7.2,100,1,NA,217,24,100,8,1.09,59.28953,0.038,1.452,0.458,0.601,1.171,2.074,4.158,7.282
YOHOPIPO,2007,CADE,2007,5,100,1,NA,221,17,108,7,0.57,83.50713,0.033,1.469,0.276,0.524,0.993,2.025,4.356,6.927
YOHOPIPO,2007,CADE,2007,6.2,100,1,NA,217,18,105,7,0.57,67.62592,0.026,1.45,0.273,0.54,1.032,2.039,3.956,7.28
YOHOPIPO,2007,ABCO,2007,20,100,1,NA,232,14,82,6,2.18,18.50821,0.447,1.84,0.01,0.494,0.855,1.725,4.381,6.897
YOHOPIPO,2007,PINUS,2008,7.3,100,1,0,200,14,30,4,1.39,47.45456,0.025,0.46,0.329,0.727,1.296,2.557,5.71,7.636
YOHOPIPO,2007,ABCO,2007,4.2,100,1,NA,193,11,138,3,1.39,78.41096,0.003,1.074,0.375,0.727,1.222,1.971,4.796,7.425
YOHOPIPO,2007,ABCO,2008,6.1,100,1,1,232,28,159,17,0.28,72.34966,0.093,1.178,0.099,0.683,1.38,3.134,4.788,10.062
YOHOPIPO,2007,PINUS,2007,4,100,1,NA,238,27,31,5,0.28,113.1639,0.1,0.453,0.101,0.683,1.381,3.139,4.886,10.1
YOHOPIPO,2007,ABCO,2008,3.4,100,1,0,270,42,171,35,1.09,141.3618,0.374,1.477,0.305,0.772,2.855,4.423,6.317,10.157
YOHOPIPO,2007,ABCO,2008,3.7,100,1,0,266,42,172,35,0.95,121.1288,0.394,1.4,0.43,0.72,2.806,4.41,6.371,8.953
YOHOPIPO,2007,ABCO,2007,5.5,100,1,NA,269,36,177,30,0.95,82.07693,0.361,1.403,0.154,0.681,2.982,4.25,5.831,9.117
YOHOPIPO,2007,CADE,2007,17.1,100,1,NA,281,47,61,2,0.51,29.23424,0.341,1.588,0.544,0.75,2.866,3.872,6.277,10.438
YOHOPIPO,2007,ABCO,2007,5.5,100,1,NA,282,49,171,42,0.62,93.89702,0.64,1.449,0.568,1.203,2.679,4.699,6.21,10.463
YOHOPIPO,2007,ABCO,2007,6.1,100,1,NA,282,52,170,44,0.76,80.95443,0.577,1.448,0.329,1.148,1.997,4.354,6.265,10.349
YOHOPIPO,2007,ABCO,2007,7.3,100,1,NA,285,52,169,44,0.76,68.88879,0.675,1.445,0.61,1.246,1.668,4.559,6.264,10.31
YOHOPIPO,2007,CADE,2007,6.5,100,1,NA,180,15,137,12,1.67,48.72095,0.067,1.465,0.029,0.215,0.647,0.969,2.381,4.492
YOHOPIPO,2007,CADE,2007,7,100,1,NA,196,22,152,20,0.91,50.00054,0.3,1.689,0.031,0.464,0.848,1.212,2.778,4.549
YOHOPIPO,2007,PINUS,2007,15.6,100,1,NA,134,3,29,2,2.88,17.87492,0.015,0.493,0.012,0.087,0.313,0.847,2.28,5.254
YOHOPIPO,2007,PINUS,2007,12,100,1,NA,220,24,33,6,1.54,32.19214,0.137,0.457,0.016,0.563,1.301,1.69,4.78,8.791
YOHOPIPO,2007,PINUS,NA,45.6,0,0,0,221,23,4,0,2.56,7.981159,0,2.313,0.099,0.317,1.468,2.785,5.57,7.477
YOHOPIPO,2007,ABCO,2007,7.7,100,1,NA,245,35,164,28,1.64,57.71697,0.077,1.282,0.124,0.606,2.267,4.282,6.097,9.802
YOHOPIPO,2007,ABCO,2007,7.2,100,1,NA,250,37,167,28,0.73,59.30001,0.364,1.28,0.107,1.085,2.552,4.256,6.052,8.825
YOHOPIPO,2007,CADE,NA,33.3,0,0,0,244,34,34,3,0.49,12.48285,0.227,1.452,0.18,0.753,1.879,4.017,5.886,8.552
