PLOT,Fire_Year,SPECIES,MORT_DATE,DBH,CVS,FIRE_MORT_0_to_3_yr,POST_FIRE_BEETLE_MORT_5yr,N.neighbors.15m,N.neighbors.5m,N.conspecific.neighbors.15m,N.conspecific.neighbors.5m,Nearest.neighbor,HEGYI,BA.conspecifics.5m,BA.conspecifics.15m,BA.3m,BA.5m,BA.8m,BA.11m,BA.15m,BA.20m
FFS2BURN,2001,ABCO,2002,3.4,100,1,NA,58,16,30,10,1.21,58.35347,0.326,1.95,0.104,0.447,0.743,1.577,3.827,8.015
FFS2BURN,2001,ABCO,2002,4.6,100,1,NA,54,15,30,8,0.34,59.12042,0.352,3.757,0.275,0.527,0.74,2.426,5.649,8.105
FFS2BURN,2001,ABCO,2002,3.9,100,1,NA,55,17,29,9,0.87,68.29206,0.325,3.771,0.103,0.505,0.74,1.66,5.642,8.324
FFS2BURN,2001,PINUS,2002,21.9,0,1,NA,54,15,10,0,0.49,11.71126,0,0.356,0.295,0.491,0.694,3.001,5.613,8.6
FFS2BURN,2001,ABCO,NA,47.5,0,0,0,53,9,29,5,2.4,4.452557,0.079,3.581,0.042,0.192,0.635,1.222,5.473,7.419
FFS2BURN,2001,ABCO,2003,11.3,60,1,0,57,8,32,2,1.81,22.43158,0.041,1.394,0.003,0.064,0.346,1.041,2.353,7.109
FFS2BURN,2001,PINUS,2002,7.6,100,1,NA,60,9,5,1,0.91,45.76909,0.012,0.184,0.062,0.073,0.21,0.973,2.174,7.104
FFS2BURN,2001,PINUS,2002,12.6,100,1,NA,59,8,5,1,0.4,20.02405,0.005,0.168,0.051,0.055,0.184,0.894,1.636,6.174
FFS2BURN,2001,ABCO,2003,22.6,90,1,0,59,8,33,3,0.3,13.78896,0.011,1.14,0.026,0.037,0.123,0.84,2.102,6.936
FFS2BURN,2001,ABCO,NA,5.6,0,0,0,18,3,9,0,1.13,30.52704,0,1.242,0.024,0.024,0.918,2.56,4.017,10.153
FFS2BURN,2001,PINUS,2005,4.2,0,0,1,18,3,3,2,1.54,67.28281,0.023,0.023,0.025,0.025,0.915,2.561,4.018,10.092
FFS2BURN,2001,PINUS,NA,12,0,0,0,20,3,3,2,1.13,15.44691,0.013,0.013,0.015,0.015,0.212,2.656,4.126,8.071
FFS2BURN,2001,PINUS,NA,12,10,0,0,17,5,3,2,1.41,14.20774,0.013,0.013,0.015,0.169,1.815,2.551,3.884,6.871
FFS2BURN,2001,ABCO,NA,29.4,50,0,0,18,3,9,1,0.9,4.920248,0.086,1.373,0.086,1.739,1.759,1.759,4.148,6.806
FFS2BURN,2001,ABCO,NA,33,10,0,0,18,4,9,2,0.9,3.681506,0.072,1.356,0.068,1.726,1.741,1.762,4.13,6.788
FFS2BURN,2001,ABCO,NA,7.5,5,0,0,20,1,12,1,4.15,21.03977,0.086,3.074,0,0.086,1.842,3.155,5.848,8.344
FFS2BURN,2001,ABCO,2002,16.4,100,1,NA,19,1,14,0,4.96,16.54082,0,2.988,0,1.107,1.33,3.584,5.761,10.284
FFS2BURN,2001,ABCO,2003,147.8,0,1,0,18,0,15,0,6.58,0.897209,0,1.476,0,0,0.243,0.773,2.704,5.025
FFS2BURN,2001,ABCO,NA,39.3,5,0,0,14,2,12,2,3.87,6.202999,0.166,3.847,0,0.166,3.862,3.968,3.969,8.613
FFS2BURN,2001,ABCO,NA,32.5,0,0,0,26,6,14,4,3.41,5.287697,0.386,4.004,0,0.507,0.613,4.046,4.178,8.229
FFS2BURN,2001,ABCO,2003,30.2,20,1,1,30,8,18,6,3.5,6.969398,0.272,4.048,0,0.394,0.637,0.769,4.222,8.273
FFS2BURN,2001,ABCO,2003,6.8,80,1,0,41,5,22,4,1.89,28.25878,0.193,1.103,0.049,0.254,0.61,0.916,1.371,7.611
FFS2BURN,2001,ABCO,2003,25.1,50,1,0,34,4,18,3,1.89,6.075799,0.147,2.492,0.064,0.208,0.497,0.821,2.69,7.436
FFS2BURN,2001,ABCO,NA,63.9,0,0,0,19,1,13,1,2.86,1.534669,0.062,0.774,0.062,0.062,0.062,0.365,2.535,3.235
FFS2BURN,2001,ABCO,NA,28.2,0,0,0,20,1,12,1,2.86,3.039701,0.321,0.873,0.321,0.321,0.321,0.623,2.679,3.364
FFS2BURN,2001,ABCO,NA,38.3,60,0,0,40,1,23,0,3.42,6.102377,0,1.135,0,0.01,0.296,0.971,3.109,6.168
FFS2BURN,2001,ABCO,NA,24.2,5,0,0,53,17,29,10,0.87,9.229555,0.309,3.726,0.053,0.484,0.695,3.04,5.58,8.28
FFS2BURN,2001,PINUS,2002,9.5,100,1,NA,52,8,11,3,1.09,27.99842,0.094,0.505,0.034,3.321,3.727,5.067,9.341,12.676
FFS2BURN,2001,PINUS,2003,19.6,20,1,1,56,7,11,2,1.09,14.38766,0.018,0.482,0.832,3.245,3.607,5.324,10.083,11.311
FFS2BURN,2001,ABCO,2002,6.6,60,1,NA,56,5,29,1,1.16,54.64861,0.548,7.5,1.407,1.407,4.085,5.12,10.11,11.875
FFS2BURN,2001,ABCO,NA,83.5,5,0,0,54,6,29,2,1.15,3.095815,0.024,5.646,0.814,0.883,3.709,4.976,8.122,11.748
FFS2BURN,2001,ABCO,2003,16,50,1,1,56,3,32,1,1.62,15.42048,0.548,5.084,0.532,1.89,2.639,6.219,7.554,13.106
FFS2BURN,2001,ABCO,NA,33.6,0,0,0,61,14,34,8,1.95,6.811882,0.061,4.555,0.057,0.75,2.479,2.721,7.006,10.466
FFS2BURN,2001,ABCO,NA,19.2,5,0,0,49,9,28,4,1.87,12.32699,0.225,3.939,0.063,0.385,0.741,3.048,5.811,10.027
FFS2BURN,2001,ABCO,NA,46.2,5,0,0,43,6,25,3,3.41,3.902889,0.015,5.103,0,0.193,0.516,2.935,6.993,10.546
FFS2BURN,2001,ABCO,2002,6.2,100,1,NA,42,5,22,2,0.7,37.81674,0.178,5.499,0.198,0.366,2.765,4.491,7.923,12.008
FFS2BURN,2001,ABCO,2002,11.7,70,1,NA,43,6,23,3,0.7,17.28113,0.172,6.823,0.191,0.36,2.757,4.482,9.247,11.266
FFS2BURN,2001,PINUS,2002,29.3,0,1,NA,43,5,9,2,0.49,7.421972,0.12,0.278,0.134,0.302,2.635,5.645,8.613,11.876
FFS2BURN,2001,PINUS,2003,25.9,5,1,0,46,6,9,3,1.97,8.969548,0.142,0.293,0.149,0.156,2.729,6.419,8.176,12.488
FFS2BURN,2001,ABCO,NA,154.1,0,0,0,49,4,24,1,1.88,1.543544,0,5.038,0,0.049,2.701,5.461,7.604,9.735
FFS2BURN,2001,ABCO,2003,7.5,95,1,1,36,2,12,1,1.11,28.89583,0.28,5.408,0.28,0.28,2.889,6.047,7.074,13.261
FFS2BURN,2001,ABCO,NA,59.7,0,0,0,37,1,14,1,1.11,4.972536,0.004,5.502,0.004,0.004,3.026,5.563,7.167,12.82
FFS2BURN,2001,ABCO,NA,90.6,0,0,0,35,8,10,0,0.98,1.688816,0,4.659,0.081,0.145,0.439,1.186,5.731,10.639
FFS2BURN,2001,PINUS,NA,24.4,5,0,0,36,8,5,1,1.45,6.405275,0.062,0.111,0.656,0.743,1.766,3.66,7.513,11.013
FFS2BURN,2001,ABCO,2004,96.4,30,1,1,53,1,23,0,4.33,2.027808,0,5.302,0,0,4.008,5.089,7.194,12.409
FFS2BURN,2001,ABCO,2004,135.3,0,1,0,50,3,29,1,1.7,1.918806,0.359,4.912,0.596,0.982,1.746,5.16,6.784,11.315
FFS2BURN,2001,PINUS,2003,18.5,10,1,1,45,3,11,0,2.96,10.48041,0,0.282,0.359,2.393,3.832,6.16,7.451,12.435
FFS2BURN,2001,ABCO,NA,67.6,0,0,0,43,3,23,1,2.79,2.567167,1.438,6.677,0.623,2.06,4.127,6.442,8.54,12.446
FFS2BURN,2001,PINUS,2002,29.3,100,1,NA,42,6,9,2,0.49,7.458734,0.12,0.278,0.134,0.303,2.605,4.834,8.612,11.405
FFS2BURN,2001,ABCO,NA,4.5,10,0,0,34,6,18,3,0.52,36.71456,0.179,5.896,0.043,0.292,0.415,0.83,6.951,10.81
FFS2BURN,2001,PINUS,NA,23.3,10,0,0,33,4,9,0,0.5,6.940271,0,0.292,0.002,0.173,0.374,0.789,6.897,10.717
FFS2BURN,2001,ABCO,2002,4.8,100,1,NA,49,3,36,2,0.89,60.69654,1.586,6.042,0.316,1.587,1.959,3.615,6.832,8.817
FFS2BURN,2001,ABCO,NA,63.4,0,0,0,52,3,38,2,0.89,3.666111,1.273,5.73,0.002,1.273,1.647,3.27,6.563,9.288
FFS2BURN,2001,ABCO,2003,13.6,90,1,1,57,7,43,6,1.08,17.84676,1.594,7.638,0.011,1.595,3.511,3.532,8.445,10.86
FFS2BURN,2001,ABCO,2003,11.6,90,1,1,60,6,46,5,1.08,21.71897,1.596,7.658,1.554,1.597,1.914,3.582,8.465,10.764
FFS2BURN,2001,ABCO,2002,5.1,100,1,NA,40,7,32,4,1.23,34.38086,0.138,4.34,0.124,0.141,1.102,2.554,4.395,7.458
FFS2BURN,2001,ABCO,2004,10.4,0,1,1,33,8,23,8,0.53,18.27659,0.588,2.588,0.005,0.588,0.932,1.3,3.131,7.253
FFS2BURN,2001,ABCO,2003,8.2,0,1,1,36,8,24,8,0.53,22.95023,0.592,2.592,0.244,0.592,0.935,1.296,3.14,7.207
FFS2BURN,2001,ABCO,NA,29.3,0,0,0,28,2,20,2,2.37,4.681399,0.238,2.045,0.235,0.238,0.557,0.878,2.106,4.826
FFS2BURN,2001,ABCO,NA,54.7,0,0,0,30,5,20,5,2.37,2.777173,0.084,2.3,0.073,0.084,0.61,0.707,2.401,5.32
FFS2BURN,2001,PINUS,2011,5.4,0,0,0,30,2,4,0,2.21,28.80876,0,0.041,0.003,0.003,0.669,0.856,2.454,8.529
FFS2BURN,2001,ABCO,2007,33.8,70,0,0,38,3,24,3,1.95,4.673757,0.92,4.602,0.893,0.92,1.895,2.583,4.665,8.947
FFS2BURN,2001,ABCO,2003,11.4,80,1,1,42,3,31,3,1.71,19.99956,1,4.852,0.117,1,2.006,2.494,6.557,10.055
FFS2BURN,2001,ABCO,2002,18.8,100,1,NA,46,2,32,2,1.71,12.91725,0.1,4.699,0.01,0.1,1.988,2.411,6.414,11.424
FFS2BURN,2001,ABCO,2003,20,30,1,1,53,9,36,7,2.82,12.11249,0.058,6.539,0.001,0.061,0.207,4.057,8.87,11.94
FFS2BURN,2001,ABCO,2004,111.4,0,1,0,45,2,31,2,4.02,1.58949,0.198,3.284,0,0.198,1.901,4.892,4.995,9.916
FFS2BURN,2001,ABCO,NA,44.3,0,0,0,33,3,22,1,4.08,3.203969,0.975,4.062,0,1.025,2.883,3.091,5.765,8.003
FFS2BURN,2001,ABCO,NA,60.3,0,0,0,26,3,17,0,3.04,3.041483,0,3.948,0,0.052,0.239,1.217,4.083,9.017
FFS2BURN,2001,ABCO,2002,3.3,100,1,NA,16,2,10,1,0.16,42.0712,0.01,3.004,0,0.01,0.043,1.698,3.06,5.046
FFS2BURN,2001,ABCO,2003,194.9,0,1,0,25,5,15,2,1.28,1.069733,0.052,1.484,0.019,0.178,1.161,3.21,5.473,11.139
FFS2BURN,2001,ABCO,2003,16.9,60,1,0,33,8,20,5,1.3,11.62525,3.05,4.711,0.053,3.093,4.023,4.942,8.715,12.58
FFS2BURN,2001,ABCO,2002,3.6,100,1,NA,39,7,27,5,1.55,65.3059,0.237,5.815,0.186,0.261,4.463,5.713,7.987,14.487
FFS2BURN,2001,ABCO,2003,19,60,1,1,45,8,30,6,1.53,12.70711,0.26,6.085,0.059,0.283,5.127,6.313,9.909,13.016
FFS2BURN,2001,ABCO,2002,10,100,1,NA,44,7,30,6,1.53,23.4073,0.281,6.105,0.179,0.281,1.434,5.755,9.915,12.64
FFS2BURN,2001,ABCO,NA,43.6,0,0,0,44,8,31,7,1.96,6.02941,0.393,6.028,0.009,0.393,0.608,5.627,9.166,15.916
FFS2BURN,2001,ABCO,NA,19.4,0,0,0,33,9,20,6,1.3,14.17022,3.774,4.724,0.046,3.817,4.016,6.545,8.728,14.38
FFS2BURN,2001,ABCO,NA,96.5,0,0,0,38,2,21,1,3.4,2.027001,0.03,3.819,0,0.053,4.993,5.496,9.65,12.499
FFS2BURN,2001,ABCO,2002,25.2,100,1,NA,46,5,31,5,2.82,9.211837,0.307,6.066,0.028,0.307,2.288,7.31,9.827,13.176
FFS2BURN,2001,ABCO,2002,17.9,100,1,NA,46,5,32,2,1.9,16.59384,0.059,5.923,0.009,1.037,3.181,5.093,9.599,11.663
FFS2BURN,2001,ABCO,2003,10.7,40,1,0,45,6,31,3,1.45,29.38982,0.045,2.98,0.038,1.024,2.564,5.317,6.657,15.48
FFS2BURN,2001,ABCO,2004,35,0,1,1,48,3,35,2,3.69,6.865287,0.199,6.195,0,0.201,0.608,3.241,9.093,11.956
FFS2BURN,2001,ABCO,NA,107.2,0,0,0,36,7,31,6,1.49,2.255794,0.356,6.074,0.053,0.358,1.41,2.438,6.71,11.682
FFS2BURN,2001,ABCO,2003,9.5,80,1,0,36,9,30,8,1.61,23.35836,1.308,6.831,1.15,1.31,1.7,4.614,7.47,12.519
FFS2BURN,2001,ABCO,2019,43.3,0,0,0,37,7,31,7,1.1,4.786001,1.312,6.72,0.107,1.312,1.525,4.481,7.36,12.956
FFS2BURN,2001,ABCO,NA,35.7,0,0,0,38,10,32,9,1.1,6.395422,1.424,6.793,0.154,1.425,1.6,2.534,7.432,13.032
FFS2BURN,2001,ABCO,NA,28.5,0,0,0,41,6,33,6,1.55,7.44612,0.513,8.091,0.21,0.513,1.814,2.064,8.773,14.25
FFS2BURN,2001,ABCO,NA,17,5,0,0,42,5,33,5,1.19,13.37625,0.549,8.138,0.251,0.549,0.84,5.022,8.907,15.167
FFS2BURN,2001,ABCO,NA,48.8,0,0,0,44,6,36,6,1.19,4.734832,0.532,8.341,0.135,0.532,1.593,1.855,9.026,14.731
FFS2BURN,2001,ABCO,2003,24.9,0,1,1,44,8,35,7,2.53,13.99018,0.531,9.071,0.187,0.533,1.731,2.039,9.762,14.869
FFS2BURN,2001,ABCO,2002,6.4,100,1,NA,41,7,36,6,0.85,41.18359,1.247,7.05,0.946,1.249,1.656,3.452,7.686,13.29
FFS2BURN,2001,ABCO,2003,23,70,1,1,39,6,34,5,0.3,10.78836,1.07,6.98,0.907,1.072,1.595,3.413,7.617,13.742
FFS2BURN,2001,ABCO,2016,5.7,0,0,0,50,10,30,6,0.27,38.0129,1.039,3.234,0.085,1.562,1.828,3.415,3.979,8.635
FFS2BURN,2001,ABCO,2002,8.1,30,1,NA,52,9,35,5,1.16,24.47618,0.049,3.661,0.128,0.573,1.724,2.061,4.393,7.799
FFS2BURN,2001,PINUS,2002,1.7,100,1,NA,52,10,6,1,1.4,131.4212,0.04,0.128,0.497,1.564,1.729,3.618,4.234,8.593
FFS2BURN,2001,ABCO,2002,6,50,1,NA,48,10,34,6,0.75,30.33676,0.137,3.665,0.049,0.66,1.726,2.069,4.315,6.108
FFS2BURN,2001,ABCO,2002,6.8,10,1,NA,47,9,33,6,0.75,25.38847,0.136,3.627,0.048,0.215,1.726,2.068,4.276,5.882
FFS2BURN,2001,ABCO,2002,5.3,0,1,NA,61,13,38,8,1.79,71.8052,1.606,5.571,1.705,1.712,2.875,6.836,8.254,11.789
FFS2BURN,2001,ABCO,2003,15.6,0,1,1,63,12,40,7,1.23,20.10386,1.589,4.803,1.567,1.779,4.36,6.668,7.447,11.034
FFS2BURN,2001,ABCO,2002,5.2,0,1,NA,64,15,40,8,0.54,73.17065,1.629,7.011,0.039,1.725,5.222,6.332,9.655,12.126
FFS2BURN,2001,PINUS,2002,6.3,0,1,NA,56,15,6,2,1.33,57.73285,0.004,0.244,0.033,1.823,5.172,7.738,9.172,11.757
FFS2BURN,2001,PINUS,2002,3.4,0,1,NA,55,22,8,3,1.82,119.7531,0.007,0.287,0.082,0.138,3.542,7.392,9.74,11.374
FFS2BURN,2001,PINUS,2002,6.4,0,1,NA,57,17,8,2,1.33,56.55097,0.004,0.285,0.034,1.767,3.672,8.694,9.745,11.761
FFS2BURN,2001,ABCO,NA,25,5,0,0,53,17,35,10,0.79,18.70046,0.064,8.053,0.011,0.075,3.493,5.749,10.539,11.328
FFS2BURN,2001,ABCO,2002,2.5,10,1,NA,59,23,39,14,0.77,180.7328,1.666,6.948,0.041,1.786,4.548,6.414,9.592,11.53
FFS2BURN,2001,ABCO,NA,52.8,0,0,0,38,4,27,3,2.8,4.121486,0.014,2.329,0.009,0.023,0.475,1.242,2.877,8.677
FFS2BURN,2001,ABCO,2002,8.3,30,1,NA,57,7,46,6,1.13,35.78875,0.364,3.468,0.229,0.37,0.456,0.979,4.129,10.594
FFS2BURN,2001,ABCO,2002,8.8,100,1,NA,56,12,50,11,1.8,34.70625,0.322,4.121,0.093,0.328,0.625,2.166,4.18,10.521
FFS2BURN,2001,ABCO,2002,5.7,100,1,NA,56,13,50,12,0.3,71.09872,0.252,6.018,0.198,0.257,0.802,2.312,6.076,8.89
FFS2BURN,2001,ABCO,2003,6.9,20,1,0,60,14,55,13,1,39.54553,0.199,5.67,0.179,0.2,1.608,2.118,5.72,8.033
FFS2BURN,2001,ABCO,2003,22.4,0,1,1,61,11,56,10,2.35,11.46739,1.183,5.429,0.074,1.184,1.562,3.478,5.61,9.686
FFS2BURN,2001,ABCO,2014,114.8,0,0,0,65,6,59,4,1.69,1.659173,0.059,5.68,0.001,0.101,0.461,2.294,5.864,8.069
FFS2BURN,2001,ABCO,2003,15.5,50,1,1,74,7,63,6,1.59,20.34594,2.635,6.47,0.002,2.636,2.848,3.165,6.66,9.353
FFS2BURN,2001,ABCO,2012,140,0,0,0,64,6,52,6,2.39,1.468532,0.057,4.598,0.022,0.057,0.325,3.089,4.824,8.373
FFS2BURN,2001,ABCO,2003,12.2,30,1,1,65,6,50,6,1.36,19.22631,1.626,5.588,1.54,1.626,1.685,4.575,5.829,10.276
FFS2BURN,2001,ABCO,2002,5.9,100,1,NA,63,5,52,4,2.44,42.54553,0.073,5.734,0.003,0.075,1.977,3.568,5.904,10.729
FFS2BURN,2001,ABCO,2002,5.8,100,1,NA,61,2,50,1,1.68,46.52252,0.003,5.783,0.005,0.005,0.534,3.851,5.954,9.385
FFS2BURN,2001,ABCO,NA,36.6,5,0,0,36,6,28,4,1.23,5.854244,0.035,2.588,0.021,0.036,1.07,2.431,2.646,8.742
FFS2BURN,2001,ABCO,NA,15.6,0,0,0,36,7,25,5,1.58,9.876463,0.3,4.201,0.107,0.3,1.153,2.434,4.287,7.983
FFS2BURN,2001,ABCO,NA,47.7,0,0,0,39,3,26,1,2.13,2.55338,0.019,2.787,0,0.02,2.032,2.263,3.491,7.09
FFS2BURN,2001,ABCO,NA,103.8,0,0,0,26,3,22,3,0.75,1.607558,0.645,3.546,0.005,0.645,3.149,3.286,3.565,6.409
FFS2BURN,2001,ABCO,NA,8.1,10,0,0,26,2,22,2,0.75,21.06755,0.893,4.387,0.846,0.893,3.985,4.101,4.407,7.25
FFS2BURN,2001,ABCO,NA,120.6,0,0,0,26,9,23,9,1,1.561138,2.068,5.299,1.935,2.068,3.003,5.008,5.317,8.296
FFS2BURN,2001,ABCO,NA,86.9,0,0,0,24,4,22,4,1.47,2.076438,2.048,5.766,1.189,2.048,3.518,3.583,5.78,8.675
FFS2BURN,2001,ABCO,2003,12.4,0,1,1,27,11,24,11,1,15.63443,3.243,6.434,1.142,3.243,4.133,6.138,6.452,11.023
FFS2BURN,2001,ABCO,NA,24.5,0,0,0,23,5,21,5,1.47,6.529361,2.599,6.245,0.593,2.599,3.995,4.129,6.259,7.586
FFS2BURN,2001,ABCO,NA,130.1,0,0,0,27,7,24,7,1.41,1.273257,1.254,5.117,1.186,1.254,2.81,3.159,5.135,8.015
FFS2BURN,2001,ABCO,2002,11,40,1,NA,27,7,24,7,1.25,15.85669,2.578,6.618,1.334,2.578,4.159,4.479,6.636,9.492
FFS2BURN,2001,ABCO,2002,7.9,100,1,NA,29,5,25,5,1.25,28.8934,1.428,6.628,1.373,1.428,4.357,4.484,6.648,10.312
FFS2BURN,2001,ABCO,2003,19.2,0,1,1,31,9,27,9,1.84,13.18291,2.58,8.606,1.385,2.58,3.449,6.421,8.626,11.466
FFS2BURN,2001,ABCO,2003,20.7,50,1,1,31,6,27,5,1.84,13.13158,1.395,8.601,0.034,1.404,2.897,4.449,8.621,12.383
FFS2BURN,2001,ABCO,2003,16.9,40,1,1,32,8,28,8,2.17,14.69165,2.576,8.652,0.031,2.576,3.3,6.416,8.672,12.17
FFS2BURN,2001,ABCO,NA,17.4,0,0,0,26,7,25,7,0.57,12.35505,1.252,8.408,0.046,1.252,5.24,6.154,8.416,13.228
FFS2BURN,2001,ABCO,NA,4.5,0,0,0,27,7,26,7,0.57,52.26755,1.274,8.435,0.091,1.274,5.215,6.185,8.443,13.25
FFS2BURN,2001,ABCO,NA,7.3,0,0,0,30,5,28,5,1,30.95354,0.1,10.069,0.025,0.1,5.198,5.341,10.08,13.247
FFS2BURN,2001,ABCO,NA,22.7,5,0,0,27,5,23,5,2.5,8.489683,2.012,8.588,0.025,2.012,3.799,5.224,8.598,12.949
FFS2BURN,2001,ABCO,NA,158.4,5,0,0,27,1,22,1,4.81,1.073541,0.04,8.961,0,0.04,0.07,2.873,9.533,13.13
FFS2BURN,2001,ABCO,2002,8,100,1,NA,40,3,33,3,2.48,24.06852,2.042,9.242,1.996,2.042,2.224,4.696,9.888,14.604
FFS2BURN,2001,ABCO,NA,159.4,10,0,0,42,3,33,3,2.22,1.072033,0.051,6.338,0.051,0.051,0.499,1.422,6.985,11.504
FFS2BURN,2001,ABCO,2002,9.1,100,1,NA,43,4,34,3,2.22,19.53488,2.04,6.48,1.996,2.043,2.487,2.904,7.064,13.713
FFS2BURN,2001,ABCO,2002,22.5,100,1,NA,36,5,27,5,2.31,7.184354,2.118,6.02,2.101,2.118,2.535,4.258,6.667,13.001
FFS2BURN,2001,ABCO,2003,36.7,50,1,1,34,2,26,2,2.91,6.365193,0.041,6.01,0.04,0.041,3.274,4.487,6.648,13.42
FFS2BURN,2001,ABCO,NA,58.2,0,0,0,29,2,22,0,3.17,2.546502,0,3.541,0,0.003,2.232,2.78,3.554,12.632
FFS2BURN,2001,ABCO,NA,48.7,0,0,0,33,1,25,1,4.15,2.744662,0.215,4.246,0,0.215,0.724,3.866,4.263,7.411
FFS2BURN,2001,ABCO,NA,52.3,0,0,0,27,1,19,1,4.15,2.632677,0.186,4.027,0,0.186,1.274,1.868,4.043,7.343
FFS2BURN,2001,ABCO,2003,29.3,70,1,0,37,0,30,0,5.02,5.384487,0,8.301,0,0,2.454,4.21,8.317,13.867
FFS2BURN,2001,ABCO,NA,32.4,0,0,0,36,4,30,3,1.04,4.466572,0.133,7.985,0.107,0.141,0.51,2.088,8,10.616
FFS2BURN,2001,ABCO,NA,32.3,0,0,0,34,4,27,3,1.04,5.009267,0.133,6.608,0.091,0.142,0.481,2.095,6.624,10.576
FFS2BURN,2001,ABCO,NA,14.7,0,0,0,34,6,28,4,1.2,10.42198,0.215,6.059,0.116,0.228,0.292,2.151,6.079,10.769
FFS2BURN,2001,ABCO,NA,20.8,0,0,0,32,7,27,5,1.2,7.536256,0.225,5.801,0.034,0.237,0.285,2.134,5.861,10.752
FFS2BURN,2001,ABCO,2003,18.3,30,1,1,30,4,26,4,3.43,8.656982,0.065,4.926,0,0.065,1.651,4.392,4.984,10.566
FFS2BURN,2001,ABCO,NA,14.7,0,0,0,34,4,29,3,1.35,11.29239,0.077,5.835,0.038,0.081,0.259,1.739,5.932,10.318
FFS2BURN,2001,ABCO,NA,106,0,0,0,37,2,26,2,2.56,1.486043,0.1,2.546,0.09,0.1,0.393,1.771,2.612,6.528
FFS5BURN,2001,ABCO,2002,26.5,100,1,NA,44,8,36,6,1.81,9.348673,0.152,2.124,0.018,0.733,0.802,1.631,3.773,8.27
FFS5BURN,2001,ABCO,2002,22.3,100,1,NA,39,4,31,2,2.28,11.00851,0.185,2.069,0.019,0.204,0.465,2.15,3.838,10.775
FFS5BURN,2001,PINUS,2002,11.2,100,1,NA,40,5,5,0,1.68,22.5994,0,2.904,0.048,0.223,0.508,1.631,5.096,10.162
FFS5BURN,2001,ABCO,2002,40.6,100,1,NA,42,5,31,4,3.47,5.683319,0.318,1.88,0,0.328,0.597,2.806,7.17,10.947
FFS5BURN,2001,ABCO,2002,15.7,100,1,NA,37,2,28,1,3.62,11.73305,0.034,2.218,0,0.044,1.075,1.983,4.597,9.814
FFS5BURN,2001,CADE,2002,10.8,100,1,NA,39,4,0,0,1.68,20.36267,0,0,0.049,0.13,0.987,1.367,3.881,9.18
FFS5BURN,2001,ABCO,2002,18.3,100,1,NA,41,6,32,4,3.07,11.29193,0.088,2.608,0,0.107,0.859,1.619,4.386,8.362
FFS5BURN,2001,ABCO,2002,28,100,1,NA,38,4,27,4,1,10.32564,0.386,2.121,0.039,0.386,1.881,5.697,6.86,11.819
FFS5BURN,2001,ABCO,2002,22.4,100,1,NA,43,4,31,4,1,13.74437,0.431,2.872,0.062,0.431,0.93,5.672,7.633,11.9
FFS5BURN,2001,PINUS,2002,40.5,100,1,NA,36,3,6,1,0.92,6.970381,1.173,4.436,0.01,1.361,2.377,4.791,7.521,11.509
FFS5BURN,2001,ABCO,2002,11.5,100,1,NA,35,3,24,1,0.92,31.02548,0.178,3.008,0.129,1.48,2.564,3.89,7.731,12.156
FFS5BURN,2001,PINUS,NA,122.2,80,0,0,39,5,7,2,2.71,2.038739,1.168,2.619,0.053,1.31,2.791,4.765,6.725,9.15
FFS5BURN,2001,ABCO,2003,26,60,1,0,38,4,27,1,2.71,13.65674,0.079,3.977,2.212,3.33,4.831,7.181,8.984,10.744
FFS5BURN,2001,PINUS,NA,115,20,0,0,39,5,6,1,2.77,2.10613,1.173,2.878,0.053,1.426,3.465,5.648,6.401,8.689
FFS5BURN,2001,ABCO,2002,31.8,100,1,NA,37,5,26,2,3.03,9.099157,0.121,3.623,0,2.353,4.628,5.551,8.619,11.807
FFS5BURN,2001,ABCO,2009,29.3,50,0,0,33,6,23,4,2.65,11.31468,1.099,2.866,0.575,2.158,5.153,6.088,7.734,13.435
FFS5BURN,2001,CADE,2002,16.3,100,1,NA,40,5,2,0,3.03,19.62236,0,0,0,0.225,3.547,4.918,9.526,12.579
FFS5BURN,2001,ABCO,2017,85.6,0,0,0,30,4,20,3,1.76,3.451628,0.511,1.504,0.649,0.649,1.992,4.956,6.373,11.973
FFS5BURN,2001,ABCO,2004,39.6,20,1,0,34,4,23,3,1.28,8.548988,0.964,2.45,1.033,1.101,2.279,5.429,7.994,13.844
FFS5BURN,2001,ABCO,NA,63.9,40,0,0,34,4,24,3,1.28,4.624013,0.766,2.792,0.699,0.903,1.078,5.259,8.316,13.417
FFS5BURN,2001,PINUS,NA,41.8,10,0,0,35,3,4,0,2.59,6.337173,0,4.423,0.699,1.019,1.662,4.425,8.755,11.233
FFS5BURN,2001,ABCO,NA,16.6,50,0,0,37,3,31,2,1.2,15.15429,0.045,4.582,0.035,0.045,1.225,2.939,7.628,13.999
FFS5BURN,2001,ABCO,2002,11,100,1,NA,37,5,33,4,2.4,24.61258,0.082,5.702,0.044,0.758,1.606,3.359,6.536,13.797
FFS5BURN,2001,ABCO,2002,18.9,100,1,NA,33,3,24,3,2.86,12.35739,0.078,4.303,0.048,0.078,0.831,4.244,7.481,13.364
FFS5BURN,2001,ABCO,2002,14.8,100,1,NA,34,4,24,3,3.04,16.31025,0.089,4.212,0,0.109,0.767,5.233,8.429,13.398
FFS5BURN,2001,ABCO,2002,24.8,100,1,NA,33,4,23,3,2.02,9.789722,0.058,3.518,0.04,0.078,1.341,5.082,7.734,13.701
